run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1980-10-23_loc_Yanakie,1,0,1980-10-22T19:00:00Z,-38.837,146.229,50,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,978.3,296.8,295,0,296.2,42.5,7,7.1,187.3,0
date_1980-10-23_loc_Yanakie,1,-1,1980-10-22T18:00:00Z,-38.449,146.159,49.1,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,975.2,297.3,295.2,0,250,41,6.9,7,222,0
date_1980-10-23_loc_Yanakie,1,-2,1980-10-22T17:00:00Z,-38.053,146.138,49.2,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,972,297.7,295.3,0,250,39.9,6.8,6.9,256.5,0
date_1980-10-23_loc_Yanakie,1,-3,1980-10-22T16:00:00Z,-37.682,146.159,50.1,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,969,298.1,295.5,0,250,38.8,6.7,6.8,290.2,0
date_1980-10-23_loc_Yanakie,1,-4,1980-10-22T15:00:00Z,-37.335,146.205,51.8,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,967.5,298.3,295.5,0,250,38.7,6.7,6.8,311.1,0
date_1980-10-23_loc_Yanakie,1,-5,1980-10-22T14:00:00Z,-37.017,146.27,54.1,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,967.3,298.1,295.3,0,250,39.8,6.8,6.9,320.1,0
date_1980-10-23_loc_Yanakie,1,-6,1980-10-22T13:00:00Z,-36.73,146.349,57.3,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,966.8,298,295.2,0,250,40.3,6.8,6.9,330.6,0
date_1980-10-23_loc_Yanakie,1,-7,1980-10-22T12:00:00Z,-36.476,146.436,61.3,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,966.1,298,295.1,0,250,40.4,6.8,6.9,342.3,0
date_1980-10-23_loc_Yanakie,1,-8,1980-10-22T11:00:00Z,-36.251,146.523,65.8,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,964.6,299.1,296,0,444.1,38.3,6.8,6.9,364.2,0
date_1980-10-23_loc_Yanakie,1,-9,1980-10-22T10:00:00Z,-36.05,146.604,70.3,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,963,300.2,296.9,0,624.6,35.8,6.8,6.9,375.5,0
date_1980-10-23_loc_Yanakie,1,-10,1980-10-22T09:00:00Z,-35.865,146.677,74.4,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,961.4,301.3,297.9,0,793.1,33.1,6.7,6.8,386.6,0
date_1980-10-23_loc_Yanakie,1,-11,1980-10-22T08:00:00Z,-35.694,146.745,77.8,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,959.6,302.5,299,0,951,30.2,6.5,6.6,397.5,111.1
date_1980-10-23_loc_Yanakie,1,-12,1980-10-22T07:00:00Z,-35.532,146.808,80.1,1980-10-22T19:00:00Z,-38.836745828938,146.228722703372,50,958,303.8,300.1,0,1099.5,27.1,6.2,6.3,408.3,338.2
