run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1982-01-07_loc_Maffra,1,0,1982-01-06T19:00:00Z,-37.972,146.985,1000,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,860.7,297.6,285,0,581.4,62.2,6.2,6.3,303.8,0,3
date_1982-01-07_loc_Maffra,1,-1,1982-01-06T18:00:00Z,-37.893,146.617,972.3,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,863.7,297.5,285.3,0,597.8,62.9,6.4,6.4,296.9,0,3
date_1982-01-07_loc_Maffra,1,-2,1982-01-06T17:00:00Z,-37.827,146.259,942,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,868.7,297.3,285.6,0,708,61.5,6.3,6.4,290.7,0,3
date_1982-01-07_loc_Maffra,1,-3,1982-01-06T16:00:00Z,-37.786,145.917,909.1,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,873.9,297.3,286,0,826.2,59.6,6.3,6.3,279.2,0,3
date_1982-01-07_loc_Maffra,1,-4,1982-01-06T15:00:00Z,-37.764,145.591,873.1,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,879.4,297.4,286.7,0,948.9,57,6.2,6.3,266.4,0,3
date_1982-01-07_loc_Maffra,1,-5,1982-01-06T14:00:00Z,-37.752,145.28,834,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,885.2,297.8,287.6,0,1074.2,53.6,6.2,6.2,253.2,0,3
date_1982-01-07_loc_Maffra,1,-6,1982-01-06T13:00:00Z,-37.748,144.984,791.9,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,891.5,298.4,288.7,0,1197.6,49.2,6,6.1,239.7,0,3
date_1982-01-07_loc_Maffra,1,-7,1982-01-06T12:00:00Z,-37.746,144.7,748.4,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,898.7,298.9,289.8,0,1252.6,47.1,6.2,6.2,222.3,0,3
date_1982-01-07_loc_Maffra,1,-8,1982-01-06T11:00:00Z,-37.738,144.414,709.6,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,905.4,299,290.6,0,1427.2,45.5,6.2,6.2,206.9,0,3
date_1982-01-07_loc_Maffra,1,-9,1982-01-06T10:00:00Z,-37.711,144.114,679.8,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,910.5,299.2,291.3,0,1573.4,43.6,6.2,6.2,191.4,0,3
date_1982-01-07_loc_Maffra,1,-10,1982-01-06T09:00:00Z,-37.662,143.803,657.8,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,914.6,299.6,292,0,1695.2,41,6,6.1,176.3,77.6,3
date_1982-01-07_loc_Maffra,1,-11,1982-01-06T08:00:00Z,-37.588,143.486,642.6,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,917.8,300.1,292.8,0,1796.1,37.2,5.8,5.8,161.7,185,3
date_1982-01-07_loc_Maffra,1,-12,1982-01-06T07:00:00Z,-37.485,143.164,633.5,1982-01-06T19:00:00Z,-37.9721,146.98525,1000,920.3,300.8,293.8,0,1872.5,32.3,5.3,5.3,146.6,288.6,3
