run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1982-01-12_loc_Yanakie,1,0,1982-01-11T19:00:00Z,-38.837,146.229,1000,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,875.9,311.1,299.5,0,315.9,37.4,9.1,9.2,192.8,0,7
date_1982-01-12_loc_Yanakie,1,-1,1982-01-11T18:00:00Z,-38.331,145.782,1005.6,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,871.9,312,300,0,250,39,9.8,10,224.7,0,7
date_1982-01-12_loc_Yanakie,1,-2,1982-01-11T17:00:00Z,-37.818,145.361,1006.7,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,870,312.3,300.1,0,250,40.2,10.2,10.4,252.7,0,7
date_1982-01-12_loc_Yanakie,1,-3,1982-01-11T16:00:00Z,-37.342,144.984,1000.6,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,871.3,312.7,300.6,0,264.5,40.5,10.6,10.7,257.9,0,7
date_1982-01-12_loc_Yanakie,1,-4,1982-01-11T15:00:00Z,-36.901,144.669,988.3,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,876.5,312.6,301,0,334.9,38.6,10.3,10.4,226.3,0,7
date_1982-01-12_loc_Yanakie,1,-5,1982-01-11T14:00:00Z,-36.495,144.423,970.9,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,882,312.8,301.7,0,400.1,36.9,10.2,10.3,199.4,0,7
date_1982-01-12_loc_Yanakie,1,-6,1982-01-11T13:00:00Z,-36.11,144.239,951.5,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,887.3,313,302.5,0.1,445.9,35.4,10.2,10.3,176.5,0,7
date_1982-01-12_loc_Yanakie,1,-7,1982-01-11T12:00:00Z,-35.738,144.111,932.7,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,892.2,313.4,303.3,0.1,468.1,34.3,10.3,10.4,157.3,0,7
date_1982-01-12_loc_Yanakie,1,-8,1982-01-11T11:00:00Z,-35.381,144.014,912.3,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,895.6,313.3,303.6,0,925,34,10.3,10.5,144.9,0,7
date_1982-01-12_loc_Yanakie,1,-9,1982-01-11T10:00:00Z,-35.048,143.924,887.3,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,899.6,313.4,304.1,0,1349.2,33.4,10.4,10.5,131.1,0,7
date_1982-01-12_loc_Yanakie,1,-10,1982-01-11T09:00:00Z,-34.738,143.841,857.7,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,903.3,313.5,304.5,0,1768.6,32.7,10.3,10.5,120.5,133.2,7
date_1982-01-12_loc_Yanakie,1,-11,1982-01-11T08:00:00Z,-34.454,143.766,824,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,907.3,313.6,305,0,2172.5,32,10.4,10.5,112.5,352.8,7
date_1982-01-12_loc_Yanakie,1,-12,1982-01-11T07:00:00Z,-34.194,143.694,787.2,1982-01-11T19:00:00Z,-38.836745828938,146.228722703372,1000,911.5,313.8,305.6,0,2561.1,31.2,10.4,10.6,106.4,565.5,7
