run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1983-03-02_loc_RUTHERGLEN,1,0,1983-03-01T19:00:00Z,-36.101,146.507,50,1983-03-01T19:00:00Z,-36.101,146.5073,50,971.1,299.2,296.7,0,365.3,62.1,11.5,11.7,359.7,0
date_1983-03-02_loc_RUTHERGLEN,1,-1,1983-03-01T18:00:00Z,-35.955,146.658,51.1,1983-03-01T19:00:00Z,-36.101,146.5073,50,969.3,298.6,296,0,294.3,65,11.6,11.8,375.7,0
date_1983-03-02_loc_RUTHERGLEN,1,-2,1983-03-01T17:00:00Z,-35.821,146.835,52.6,1983-03-01T19:00:00Z,-36.101,146.5073,50,967.1,298.9,296,0,283.1,64.9,11.6,11.8,397.3,0
date_1983-03-02_loc_RUTHERGLEN,1,-3,1983-03-01T16:00:00Z,-35.708,147.034,54.7,1983-03-01T19:00:00Z,-36.101,146.5073,50,964.5,299.1,296.1,0,272.2,64.9,11.6,11.9,421.4,0
date_1983-03-02_loc_RUTHERGLEN,1,-4,1983-03-01T15:00:00Z,-35.618,147.253,57.3,1983-03-01T19:00:00Z,-36.101,146.5073,50,961.6,299.4,296,0,261.4,64.8,11.7,11.9,447.8,0
date_1983-03-02_loc_RUTHERGLEN,1,-5,1983-03-01T14:00:00Z,-35.551,147.491,60.4,1983-03-01T19:00:00Z,-36.101,146.5073,50,958.5,299.6,296,0,250.4,64.8,11.7,11.9,476.2,0
date_1983-03-02_loc_RUTHERGLEN,1,-6,1983-03-01T13:00:00Z,-35.508,147.749,64,1983-03-01T19:00:00Z,-36.101,146.5073,50,958.9,299.8,296.2,0,250,65.1,11.9,12.1,470.6,0
date_1983-03-02_loc_RUTHERGLEN,1,-7,1983-03-01T12:00:00Z,-35.485,148.03,67.7,1983-03-01T19:00:00Z,-36.101,146.5073,50,959.7,299.9,296.4,0,250,65.8,12.1,12.3,462,0
date_1983-03-02_loc_RUTHERGLEN,1,-8,1983-03-01T11:00:00Z,-35.466,148.321,70.8,1983-03-01T19:00:00Z,-36.101,146.5073,50,960.3,300.5,297,0,398,64.5,12.3,12.6,463.3,0
date_1983-03-02_loc_RUTHERGLEN,1,-9,1983-03-01T10:00:00Z,-35.436,148.61,72.8,1983-03-01T19:00:00Z,-36.101,146.5073,50,961,301,297.6,0,547.4,63.2,12.5,12.7,453.9,0
date_1983-03-02_loc_RUTHERGLEN,1,-10,1983-03-01T09:00:00Z,-35.398,148.898,73.7,1983-03-01T19:00:00Z,-36.101,146.5073,50,961.8,301.4,298.1,0,699.9,61.9,12.6,12.9,445.4,0
date_1983-03-02_loc_RUTHERGLEN,1,-11,1983-03-01T08:00:00Z,-35.355,149.187,73.5,1983-03-01T19:00:00Z,-36.101,146.5073,50,962.6,301.9,298.6,0,856.5,60.7,12.7,13,437.5,149.1
date_1983-03-02_loc_RUTHERGLEN,1,-12,1983-03-01T07:00:00Z,-35.31,149.479,72.5,1983-03-01T19:00:00Z,-36.101,146.5073,50,963.6,302.2,299,0,1017.9,59.4,12.7,13,430,373.2
