run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
"date_1986-09-27_loc_Laureldale, Armidale",1,0,1986-09-26T19:00:00Z,-30.482,152.395,1000,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,867.4,301.4,289.4,0.3,267,46.2,6.1,6.1,400.6,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-1,1986-09-26T18:00:00Z,-30.431,152.353,997.7,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,867,301.8,289.7,0.3,250,44.9,6,6.1,405.1,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-2,1986-09-26T17:00:00Z,-30.384,152.31,997.1,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,866.3,302,289.8,0,250,44.1,6,6,408.6,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-3,1986-09-26T16:00:00Z,-30.33,152.268,996.8,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,865.7,302.2,290,0,250,43.4,5.9,6,413,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-4,1986-09-26T15:00:00Z,-30.272,152.229,996.9,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,865,302.4,290.1,0,250,42.7,5.9,5.9,417.6,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-5,1986-09-26T14:00:00Z,-30.207,152.192,997.5,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,864.3,302.6,290.2,0,250,42.1,5.9,5.9,422.5,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-6,1986-09-26T13:00:00Z,-30.139,152.158,998.7,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,863.5,302.8,290.4,0,250,41.4,5.8,5.9,427.4,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-7,1986-09-26T12:00:00Z,-30.066,152.126,1000.3,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,862.6,303,290.5,0,250,40.8,5.8,5.8,432.4,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-8,1986-09-26T11:00:00Z,-29.997,152.094,1003.1,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,861.8,302.7,290.1,0.1,421.3,40.8,5.7,5.7,424.8,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-9,1986-09-26T10:00:00Z,-29.94,152.057,1006.3,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,861.5,302.4,289.8,0.1,593.3,40.8,5.5,5.6,422.1,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-10,1986-09-26T09:00:00Z,-29.895,152.013,1009.6,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,861.2,302.1,289.5,0.1,765.8,40.7,5.4,5.5,420.1,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-11,1986-09-26T08:00:00Z,-29.861,151.962,1013,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,860.8,301.9,289.2,0.1,938.8,40.4,5.3,5.3,418.7,0,1
"date_1986-09-27_loc_Laureldale, Armidale",1,-12,1986-09-26T07:00:00Z,-29.838,151.904,1016.4,1986-09-26T19:00:00Z,-30.4816667,152.394999999999,1000,860.3,301.6,288.9,0.1,1112.3,40,5.1,5.2,418.1,189,1
