run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1982-03-12_loc_RUTHERGLEN,1,0,1982-03-11T19:00:00Z,-36.101,146.507,50,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.8,289.3,286.8,0,310.8,73.3,7.3,7.4,361.6,0
date_1982-03-12_loc_RUTHERGLEN,1,-1,1982-03-11T18:00:00Z,-36.167,146.477,53.4,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.9,288.4,285.9,0,250,76.6,7.2,7.3,357.2,0
date_1982-03-12_loc_RUTHERGLEN,1,-2,1982-03-11T17:00:00Z,-36.244,146.447,57,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.8,289.1,286.6,0,260.8,72.2,7.1,7.2,357.1,0
date_1982-03-12_loc_RUTHERGLEN,1,-3,1982-03-11T16:00:00Z,-36.331,146.432,60.2,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.6,289.7,287.2,0,273.1,68.2,7,7,353.6,0
date_1982-03-12_loc_RUTHERGLEN,1,-4,1982-03-11T15:00:00Z,-36.429,146.432,63.1,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.4,290.3,287.7,0,287.2,64.5,6.8,6.9,351.2,0
date_1982-03-12_loc_RUTHERGLEN,1,-5,1982-03-11T14:00:00Z,-36.535,146.448,65.6,1982-03-11T19:00:00Z,-36.101,146.5073,50,969.2,290.8,288.2,0,303.2,61,6.6,6.7,349.8,0
date_1982-03-12_loc_RUTHERGLEN,1,-6,1982-03-11T13:00:00Z,-36.65,146.482,67.7,1982-03-11T19:00:00Z,-36.101,146.5073,50,968.8,291.2,288.6,0,321.5,57.7,6.5,6.5,349.4,0
date_1982-03-12_loc_RUTHERGLEN,1,-7,1982-03-11T12:00:00Z,-36.772,146.535,69.3,1982-03-11T19:00:00Z,-36.101,146.5073,50,968.4,291.6,289,0,342.1,54.8,6.3,6.3,349.9,0
date_1982-03-12_loc_RUTHERGLEN,1,-8,1982-03-11T11:00:00Z,-36.892,146.582,70.8,1982-03-11T19:00:00Z,-36.101,146.5073,50,967.7,292.2,289.5,0,465.9,53.1,6.3,6.4,360.3,0
date_1982-03-12_loc_RUTHERGLEN,1,-9,1982-03-11T10:00:00Z,-37.006,146.596,72.5,1982-03-11T19:00:00Z,-36.101,146.5073,50,967.3,292.8,290,0,586.9,51.4,6.3,6.4,358.2,0
date_1982-03-12_loc_RUTHERGLEN,1,-10,1982-03-11T09:00:00Z,-37.114,146.574,74.3,1982-03-11T19:00:00Z,-36.101,146.5073,50,967,293.3,290.5,0,707.7,49.6,6.3,6.4,354,0
date_1982-03-12_loc_RUTHERGLEN,1,-11,1982-03-11T08:00:00Z,-37.219,146.518,76.3,1982-03-11T19:00:00Z,-36.101,146.5073,50,966.8,293.8,291,0,831,47.9,6.2,6.3,348,139.2
date_1982-03-12_loc_RUTHERGLEN,1,-12,1982-03-11T07:00:00Z,-37.321,146.428,78.5,1982-03-11T19:00:00Z,-36.101,146.5073,50,966.8,294.2,291.4,0,959.4,46.4,6.2,6.3,340.7,362.9
