run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1980-11-11_loc_Maffra,1,0,1980-11-10T19:00:00Z,-37.972,146.985,50,1980-11-10T19:00:00Z,-37.9721,146.98525,50,977.1,290.8,288.9,0,387.2,59.7,6.7,6.8,304.2,0
date_1980-11-11_loc_Maffra,1,-1,1980-11-10T18:00:00Z,-37.874,146.984,54.1,1980-11-10T19:00:00Z,-37.9721,146.98525,50,975.6,289.8,287.7,0,250,63.1,6.6,6.7,315.1,0
date_1980-11-11_loc_Maffra,1,-2,1980-11-10T17:00:00Z,-37.788,147.001,58.1,1980-11-10T19:00:00Z,-37.9721,146.98525,50,974.1,290.2,288,0,250,61.5,6.6,6.7,327.3,0
date_1980-11-11_loc_Maffra,1,-3,1980-11-10T16:00:00Z,-37.712,147.031,61.5,1980-11-10T19:00:00Z,-37.9721,146.98525,50,972.9,290.6,288.3,0,250,59.9,6.6,6.6,337.2,0
date_1980-11-11_loc_Maffra,1,-4,1980-11-10T15:00:00Z,-37.645,147.075,64.2,1980-11-10T19:00:00Z,-37.9721,146.98525,50,971.7,291,288.7,0,250,58.1,6.5,6.6,346.9,0
date_1980-11-11_loc_Maffra,1,-5,1980-11-10T14:00:00Z,-37.587,147.131,66.3,1980-11-10T19:00:00Z,-37.9721,146.98525,50,970.6,291.5,289,0,250,56.4,6.5,6.5,356.4,0
date_1980-11-11_loc_Maffra,1,-6,1980-11-10T13:00:00Z,-37.536,147.2,67.7,1980-11-10T19:00:00Z,-37.9721,146.98525,50,969.6,291.9,289.3,0,250,54.6,6.4,6.5,365.7,0
date_1980-11-11_loc_Maffra,1,-7,1980-11-10T12:00:00Z,-37.494,147.282,68.6,1980-11-10T19:00:00Z,-37.9721,146.98525,50,968.7,292.3,289.6,0,250,52.9,6.3,6.4,374.6,0
date_1980-11-11_loc_Maffra,1,-8,1980-11-10T11:00:00Z,-37.464,147.368,69.3,1980-11-10T19:00:00Z,-37.9721,146.98525,50,968,293,290.3,0,362.8,50,6.2,6.3,370.7,0
date_1980-11-11_loc_Maffra,1,-9,1980-11-10T10:00:00Z,-37.453,147.449,70.4,1980-11-10T19:00:00Z,-37.9721,146.98525,50,967.5,293.7,290.9,0,476,47,6.1,6.2,375.2,0
date_1980-11-11_loc_Maffra,1,-10,1980-11-10T09:00:00Z,-37.46,147.528,71.9,1980-11-10T19:00:00Z,-37.9721,146.98525,50,967.4,294.3,291.5,0,589,44.1,6,6,375.4,0
date_1980-11-11_loc_Maffra,1,-11,1980-11-10T08:00:00Z,-37.485,147.602,73.7,1980-11-10T19:00:00Z,-37.9721,146.98525,50,968.1,294.9,292.2,0,700.6,41.4,5.8,5.9,369.1,87.1
date_1980-11-11_loc_Maffra,1,-12,1980-11-10T07:00:00Z,-37.527,147.674,76,1980-11-10T19:00:00Z,-37.9721,146.98525,50,968.8,295.4,292.7,0,805.1,39,5.7,5.7,360.3,195.3
