run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1982-02-07_loc_RUTHERGLEN,1,0,1982-02-06T19:00:00Z,-36.101,146.507,50,1982-02-06T19:00:00Z,-36.101,146.5073,50,968.6,299.7,297,0,293.4,43.8,8.3,8.4,364.1,0
date_1982-02-07_loc_RUTHERGLEN,1,-1,1982-02-06T18:00:00Z,-35.941,146.548,51.8,1982-02-06T19:00:00Z,-36.101,146.5073,50,967.9,298.9,296.1,0,250,46.8,8.4,8.5,370.5,0
date_1982-02-07_loc_RUTHERGLEN,1,-2,1982-02-06T17:00:00Z,-35.796,146.61,53.7,1982-02-06T19:00:00Z,-36.101,146.5073,50,966.8,299.5,296.6,0,269.6,45.7,8.5,8.6,385.7,0
date_1982-02-07_loc_RUTHERGLEN,1,-3,1982-02-06T16:00:00Z,-35.661,146.684,55.2,1982-02-06T19:00:00Z,-36.101,146.5073,50,965.6,300.1,297.1,0,279.8,44.6,8.5,8.7,397.4,0
date_1982-02-07_loc_RUTHERGLEN,1,-4,1982-02-06T15:00:00Z,-35.535,146.767,56.3,1982-02-06T19:00:00Z,-36.101,146.5073,50,964.2,300.8,297.7,0,282.5,43.5,8.6,8.7,410.3,0
date_1982-02-07_loc_RUTHERGLEN,1,-5,1982-02-06T14:00:00Z,-35.418,146.851,57.1,1982-02-06T19:00:00Z,-36.101,146.5073,50,962.7,301.4,298.2,0,280,42.2,8.6,8.7,423.8,0
date_1982-02-07_loc_RUTHERGLEN,1,-6,1982-02-06T13:00:00Z,-35.31,146.932,57.4,1982-02-06T19:00:00Z,-36.101,146.5073,50,961.1,302.1,298.7,0,274.3,40.9,8.6,8.7,437.2,0
date_1982-02-07_loc_RUTHERGLEN,1,-7,1982-02-06T12:00:00Z,-35.211,147.006,57.4,1982-02-06T19:00:00Z,-36.101,146.5073,50,959.7,302.7,299.2,0,267.2,39.4,8.6,8.7,449.9,0
date_1982-02-07_loc_RUTHERGLEN,1,-8,1982-02-06T11:00:00Z,-35.118,147.074,57.2,1982-02-06T19:00:00Z,-36.101,146.5073,50,958.4,303.4,299.8,0,450.6,37.9,8.6,8.7,459.5,0
date_1982-02-07_loc_RUTHERGLEN,1,-9,1982-02-06T10:00:00Z,-35.028,147.14,57,1982-02-06T19:00:00Z,-36.101,146.5073,50,957.1,304.2,300.4,0,634.9,36.2,8.5,8.6,471.3,0
date_1982-02-07_loc_RUTHERGLEN,1,-10,1982-02-06T09:00:00Z,-34.941,147.205,56.8,1982-02-06T19:00:00Z,-36.101,146.5073,50,956.5,304.9,301,0,820.2,34.3,8.4,8.5,476,40.4
date_1982-02-07_loc_RUTHERGLEN,1,-11,1982-02-06T08:00:00Z,-34.856,147.272,56.6,1982-02-06T19:00:00Z,-36.101,146.5073,50,956.4,305.6,301.8,0,1003.1,32.3,8.2,8.3,477.3,266.5
date_1982-02-07_loc_RUTHERGLEN,1,-12,1982-02-06T07:00:00Z,-34.772,147.34,56.3,1982-02-06T19:00:00Z,-36.101,146.5073,50,956.2,306.4,302.5,0,1182.5,30.2,8,8.1,478.7,486.6
