run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1980-11-18_loc_Yanakie,1,0,1980-11-17T19:00:00Z,-38.837,146.229,50,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,973,301.4,299.1,0,301.5,35.6,7.6,7.7,198.9,8.8
date_1980-11-18_loc_Yanakie,1,-1,1980-11-17T18:00:00Z,-38.62,146.187,50.9,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,970.8,302.2,299.6,0,250,33.7,7.4,7.5,217.7,0
date_1980-11-18_loc_Yanakie,1,-2,1980-11-17T17:00:00Z,-38.409,146.17,51.6,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,969.5,302.6,299.9,0,257.4,33.3,7.5,7.6,238.8,0
date_1980-11-18_loc_Yanakie,1,-3,1980-11-17T16:00:00Z,-38.211,146.176,51.5,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,968.3,303.1,300.3,0,266.5,32.6,7.5,7.6,258.3,0
date_1980-11-18_loc_Yanakie,1,-4,1980-11-17T15:00:00Z,-38.023,146.209,50.7,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,967.1,303.7,300.8,0,276.7,31.5,7.5,7.6,278,0
date_1980-11-18_loc_Yanakie,1,-5,1980-11-17T14:00:00Z,-37.842,146.275,48.9,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,965.9,304.5,301.4,0,286.9,30.2,7.5,7.6,298.6,0
date_1980-11-18_loc_Yanakie,1,-6,1980-11-17T13:00:00Z,-37.663,146.377,46.2,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,964.5,305.3,302.1,0,295.8,28.6,7.4,7.5,321.1,0
date_1980-11-18_loc_Yanakie,1,-7,1980-11-17T12:00:00Z,-37.482,146.521,42.4,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,963,306.1,302.8,0,301.2,27.1,7.3,7.4,345,0
date_1980-11-18_loc_Yanakie,1,-8,1980-11-17T11:00:00Z,-37.302,146.68,38.4,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,962.2,307.1,303.7,0,630.9,26.2,7.4,7.5,349.4,0
date_1980-11-18_loc_Yanakie,1,-9,1980-11-17T10:00:00Z,-37.131,146.824,34.6,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,961.3,308.1,304.7,0,1004.1,25,7.5,7.6,362.5,0
date_1980-11-18_loc_Yanakie,1,-10,1980-11-17T09:00:00Z,-36.972,146.947,31.1,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,960.4,309.3,305.7,0,1416.2,23.5,7.5,7.6,375.5,0
date_1980-11-18_loc_Yanakie,1,-11,1980-11-17T08:00:00Z,-36.827,147.047,27.8,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,959.5,310.5,306.9,0,1861.7,21.9,7.5,7.6,387.5,204.3
date_1980-11-18_loc_Yanakie,1,-12,1980-11-17T07:00:00Z,-36.698,147.121,24.8,1980-11-17T19:00:00Z,-38.836745828938,146.228722703372,50,958.8,311.8,308.1,0,2333.5,20.1,7.4,7.5,397.8,419.6
