run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1982-02-03_loc_RUTHERGLEN,1,0,1982-02-02T19:00:00Z,-36.101,146.507,50,1982-02-02T19:00:00Z,-36.101,146.5073,50,968.9,292.6,289.9,0,367,67.1,8.2,8.3,367.5,0
date_1982-02-03_loc_RUTHERGLEN,1,-1,1982-02-02T18:00:00Z,-36.116,146.564,52.8,1982-02-02T19:00:00Z,-36.101,146.5073,50,967.7,291.7,289,0,286,71.1,8.2,8.3,372.2,0
date_1982-02-03_loc_RUTHERGLEN,1,-2,1982-02-02T17:00:00Z,-36.141,146.624,55.9,1982-02-02T19:00:00Z,-36.101,146.5073,50,967.1,292.3,289.5,0,325.3,68.2,8.1,8.2,376.8,0
date_1982-02-03_loc_RUTHERGLEN,1,-3,1982-02-02T16:00:00Z,-36.172,146.697,59,1982-02-02T19:00:00Z,-36.101,146.5073,50,966.4,292.8,290,0,363.1,65.5,8,8.1,382.1,0
date_1982-02-03_loc_RUTHERGLEN,1,-4,1982-02-02T15:00:00Z,-36.21,146.782,61.9,1982-02-02T19:00:00Z,-36.101,146.5073,50,965.7,293.3,290.4,0,398.9,62.8,7.9,8,388.1,0
date_1982-02-03_loc_RUTHERGLEN,1,-5,1982-02-02T14:00:00Z,-36.254,146.879,64.6,1982-02-02T19:00:00Z,-36.101,146.5073,50,965,293.8,290.8,0,432.1,60.3,7.8,7.9,394.6,0
date_1982-02-03_loc_RUTHERGLEN,1,-6,1982-02-02T13:00:00Z,-36.305,146.988,67.1,1982-02-02T19:00:00Z,-36.101,146.5073,50,964.2,294.2,291.2,0,462.1,57.9,7.7,7.8,401.6,0
date_1982-02-03_loc_RUTHERGLEN,1,-7,1982-02-02T12:00:00Z,-36.362,147.108,69.3,1982-02-02T19:00:00Z,-36.101,146.5073,50,963.5,294.6,291.5,0,488.2,55.6,7.5,7.6,409,0
date_1982-02-03_loc_RUTHERGLEN,1,-8,1982-02-02T11:00:00Z,-36.423,147.228,71.1,1982-02-02T19:00:00Z,-36.101,146.5073,50,962.2,295.4,292.1,0,557.8,53.3,7.5,7.6,414.8,0
date_1982-02-03_loc_RUTHERGLEN,1,-9,1982-02-02T10:00:00Z,-36.489,147.336,72.2,1982-02-02T19:00:00Z,-36.101,146.5073,50,961.2,296.1,292.8,0,626.8,51,7.5,7.6,419.5,0
date_1982-02-03_loc_RUTHERGLEN,1,-10,1982-02-02T09:00:00Z,-36.559,147.431,72.8,1982-02-02T19:00:00Z,-36.101,146.5073,50,960.4,296.9,293.4,0,695.9,48.6,7.4,7.5,422.6,58.8
date_1982-02-03_loc_RUTHERGLEN,1,-11,1982-02-02T08:00:00Z,-36.634,147.516,72.9,1982-02-02T19:00:00Z,-36.101,146.5073,50,960.1,297.5,294.1,0,766,46.2,7.4,7.5,422.3,279.2
date_1982-02-03_loc_RUTHERGLEN,1,-12,1982-02-02T07:00:00Z,-36.715,147.59,72.5,1982-02-02T19:00:00Z,-36.101,146.5073,50,960.9,298.1,294.7,0,836.3,44.2,7.3,7.4,413.2,493.5
