run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1988-03-14_loc_Point Lookout,1,0,1988-03-13T19:00:00Z,-30.482,152.395,50,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,964.9,291.6,288.6,0,462.8,76.5,8.6,8.7,388.3,0,1
date_1988-03-14_loc_Point Lookout,1,-1,1988-03-13T18:00:00Z,-30.587,152.218,50.7,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,964.9,290.9,288,0,390.8,79.1,8.5,8.7,385.8,0,1
date_1988-03-14_loc_Point Lookout,1,-2,1988-03-13T17:00:00Z,-30.671,152.042,51.5,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,965.1,291.1,288.1,0,378.2,76.2,8.3,8.4,384.1,0,1
date_1988-03-14_loc_Point Lookout,1,-3,1988-03-13T16:00:00Z,-30.724,151.867,52.1,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,965.1,291.2,288.3,0,356.9,73.3,8.1,8.2,387.3,0,1
date_1988-03-14_loc_Point Lookout,1,-4,1988-03-13T15:00:00Z,-30.748,151.692,52.3,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,964.9,291.4,288.5,0,331.8,70.5,7.9,8,392.3,0,1
date_1988-03-14_loc_Point Lookout,1,-5,1988-03-13T14:00:00Z,-30.745,151.517,52.4,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,964.5,291.6,288.6,0,306.6,67.5,7.6,7.7,398.5,0,1
date_1988-03-14_loc_Point Lookout,1,-6,1988-03-13T13:00:00Z,-30.717,151.34,52.2,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,964.1,291.9,288.8,0,284.1,64.3,7.4,7.4,405.6,0,1
date_1988-03-14_loc_Point Lookout,1,-7,1988-03-13T12:00:00Z,-30.665,151.16,51.8,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,963.6,292.2,289.1,0,266.2,60.9,7.1,7.1,412.9,0,1
date_1988-03-14_loc_Point Lookout,1,-8,1988-03-13T11:00:00Z,-30.61,150.987,51.4,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,962.4,292.9,289.7,0,423,55.5,6.7,6.8,426.4,0,1
date_1988-03-14_loc_Point Lookout,1,-9,1988-03-13T10:00:00Z,-30.572,150.826,50.9,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,961.3,293.7,290.4,0,580.9,50.2,6.4,6.4,431.8,0,1
date_1988-03-14_loc_Point Lookout,1,-10,1988-03-13T09:00:00Z,-30.549,150.675,50.4,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,960.3,294.6,291.2,0,738.9,45,6,6.1,436.3,0,1
date_1988-03-14_loc_Point Lookout,1,-11,1988-03-13T08:00:00Z,-30.541,150.532,49.7,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,959.4,295.6,292.1,0,896.2,40,5.6,5.7,440.4,59.2,1
date_1988-03-14_loc_Point Lookout,1,-12,1988-03-13T07:00:00Z,-30.547,150.396,48.8,1988-03-13T19:00:00Z,-30.4816667,152.394999999999,50,958.5,296.6,293,0,1051.6,35.2,5.3,5.3,444.3,306.2,1
