run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1981-11-04_loc_ARARAT,1,0,1981-11-03T19:00:00Z,-37.397,143.084,50,1981-11-03T19:00:00Z,-37.397341,143.083979,50,984.6,291.8,290.5,0.2,1142.5,56.2,7,7.1,132.2,0
date_1981-11-04_loc_ARARAT,1,-1,1981-11-03T18:00:00Z,-37.419,142.827,46.7,1981-11-03T19:00:00Z,-37.397341,143.083979,50,986.6,291.9,290.8,0.2,1225.1,53.9,6.8,6.9,116.7,0
date_1981-11-04_loc_ARARAT,1,-2,1981-11-03T17:00:00Z,-37.439,142.581,43.5,1981-11-03T19:00:00Z,-37.397341,143.083979,50,988.7,292.4,291.4,0,1209.5,51.2,6.7,6.8,117.3,0
date_1981-11-04_loc_ARARAT,1,-3,1981-11-03T16:00:00Z,-37.437,142.339,40.5,1981-11-03T19:00:00Z,-37.397341,143.083979,50,990.2,292.8,292,0,1133.6,49.8,6.8,6.8,108.5,0
date_1981-11-04_loc_ARARAT,1,-4,1981-11-03T15:00:00Z,-37.405,142.098,37.6,1981-11-03T19:00:00Z,-37.397341,143.083979,50,991.4,293.3,292.5,0,1026.1,49.1,6.9,7,102,0
date_1981-11-04_loc_ARARAT,1,-5,1981-11-03T14:00:00Z,-37.348,141.859,34.8,1981-11-03T19:00:00Z,-37.397341,143.083979,50,992.6,293.7,293,0,914.4,48.5,7,7.1,95.6,0
date_1981-11-04_loc_ARARAT,1,-6,1981-11-03T13:00:00Z,-37.275,141.622,32.3,1981-11-03T19:00:00Z,-37.397341,143.083979,50,993.7,294,293.5,0,803.6,47.8,7.1,7.2,89.7,0
date_1981-11-04_loc_ARARAT,1,-7,1981-11-03T12:00:00Z,-37.195,141.385,30.1,1981-11-03T19:00:00Z,-37.397341,143.083979,50,994.8,294.3,293.8,0,696.3,47.3,7.2,7.3,84.5,0
date_1981-11-04_loc_ARARAT,1,-8,1981-11-03T11:00:00Z,-37.111,141.154,28.2,1981-11-03T19:00:00Z,-37.397341,143.083979,50,995.5,294.9,294.5,0,771.5,46.1,7.3,7.4,76.1,0
date_1981-11-04_loc_ARARAT,1,-9,1981-11-03T10:00:00Z,-37.022,140.935,26.5,1981-11-03T19:00:00Z,-37.397341,143.083979,50,996,295.5,295.2,0,845,44.4,7.3,7.4,75,0
date_1981-11-04_loc_ARARAT,1,-10,1981-11-03T09:00:00Z,-36.929,140.729,24.8,1981-11-03T19:00:00Z,-37.397341,143.083979,50,996.2,296.4,296,0,916.3,42.3,7.3,7.4,74.7,12.6
date_1981-11-04_loc_ARARAT,1,-11,1981-11-03T08:00:00Z,-36.83,140.535,23.3,1981-11-03T19:00:00Z,-37.397341,143.083979,50,996.3,297.3,297,0,984.4,39.7,7.3,7.4,75.4,125
date_1981-11-04_loc_ARARAT,1,-12,1981-11-03T07:00:00Z,-36.722,140.351,22,1981-11-03T19:00:00Z,-37.397341,143.083979,50,996.1,298.4,298,0,1049,36.7,7.2,7.3,76.9,234.9
