run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1982-01-07_loc_Yanakie,1,0,1982-01-06T19:00:00Z,-38.837,146.229,1000,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,871.5,294.2,282.8,0.3,734.9,76,6.5,6.5,193.3,0,7
date_1982-01-07_loc_Yanakie,1,-1,1982-01-06T18:00:00Z,-38.766,145.863,974.6,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,873.7,294,282.9,0.3,782.4,78,6.7,6.7,190.5,0,7
date_1982-01-07_loc_Yanakie,1,-2,1982-01-06T17:00:00Z,-38.701,145.496,948,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,878,294,283.2,0,868.5,76.9,6.7,6.8,184,0,7
date_1982-01-07_loc_Yanakie,1,-3,1982-01-06T16:00:00Z,-38.654,145.126,920.2,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,882.4,294.1,283.8,0,968.4,75.4,6.8,6.8,177.3,0,7
date_1982-01-07_loc_Yanakie,1,-4,1982-01-06T15:00:00Z,-38.618,144.752,891.3,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,887.4,294.3,284.4,0,1046.8,73.6,6.8,6.9,164.3,0,7
date_1982-01-07_loc_Yanakie,1,-5,1982-01-06T14:00:00Z,-38.588,144.374,861.8,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,892.9,294.5,285.1,0,1096.1,72.4,7,7.1,148,0,7
date_1982-01-07_loc_Yanakie,1,-6,1982-01-06T13:00:00Z,-38.562,143.99,831.8,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,898.4,294.8,285.9,0,1128.2,72.1,7.3,7.4,130.7,0,7
date_1982-01-07_loc_Yanakie,1,-7,1982-01-06T12:00:00Z,-38.54,143.597,801.8,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,904,295,286.6,0,1142.5,72.8,7.7,7.8,112.5,0,7
date_1982-01-07_loc_Yanakie,1,-8,1982-01-06T11:00:00Z,-38.511,143.194,775,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,909.1,295.1,287.2,0,1180.5,70.3,7.7,7.8,99.4,0,7
date_1982-01-07_loc_Yanakie,1,-9,1982-01-06T10:00:00Z,-38.462,142.786,754.2,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,913.1,295.4,287.8,0,1195.6,67,7.6,7.7,82.2,0,7
date_1982-01-07_loc_Yanakie,1,-10,1982-01-06T09:00:00Z,-38.389,142.379,738.3,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,915.9,295.8,288.5,0,1189.5,62.8,7.4,7.5,69.6,180.2,7
date_1982-01-07_loc_Yanakie,1,-11,1982-01-06T08:00:00Z,-38.291,141.98,726,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,917.3,296.2,289,0,1177,59.2,7.2,7.3,67.1,393.8,7
date_1982-01-07_loc_Yanakie,1,-12,1982-01-06T07:00:00Z,-38.168,141.59,717.2,1982-01-06T19:00:00Z,-38.836745828938,146.228722703372,1000,918.2,296.7,289.5,0,1163.8,56.7,7.1,7.2,65.4,598.4,7
