run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1982-02-05_loc_RUTHERGLEN,1,0,1982-02-04T19:00:00Z,-36.101,146.507,50,1982-02-04T19:00:00Z,-36.101,146.5073,50,973.2,290.7,288.4,0,375.4,70.8,7.8,7.9,361.6,0
date_1982-02-05_loc_RUTHERGLEN,1,-1,1982-02-04T18:00:00Z,-36.141,146.542,51.9,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.7,290,287.7,0,329,74.4,7.8,7.9,363.7,0
date_1982-02-05_loc_RUTHERGLEN,1,-2,1982-02-04T17:00:00Z,-36.192,146.567,53.7,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.4,290.5,288.2,0,378.7,71.8,7.8,7.9,363.1,0
date_1982-02-05_loc_RUTHERGLEN,1,-3,1982-02-04T16:00:00Z,-36.256,146.593,55.4,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.1,291.1,288.7,0,428.1,69.5,7.8,7.9,363.3,0
date_1982-02-05_loc_RUTHERGLEN,1,-4,1982-02-04T15:00:00Z,-36.333,146.621,56.8,1982-02-04T19:00:00Z,-36.101,146.5073,50,971.9,291.5,289.2,0,477,67.3,7.8,7.9,363.1,0
date_1982-02-05_loc_RUTHERGLEN,1,-5,1982-02-04T14:00:00Z,-36.424,146.649,58,1982-02-04T19:00:00Z,-36.101,146.5073,50,971.9,291.9,289.5,0,525.5,65.5,7.8,7.9,362.3,0
date_1982-02-05_loc_RUTHERGLEN,1,-6,1982-02-04T13:00:00Z,-36.528,146.676,59,1982-02-04T19:00:00Z,-36.101,146.5073,50,971.9,292.3,289.9,0,573.4,63.9,7.7,7.8,360.9,0
date_1982-02-05_loc_RUTHERGLEN,1,-7,1982-02-04T12:00:00Z,-36.647,146.701,59.8,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.2,292.5,290.1,0,621,62.8,7.7,7.8,358.7,0
date_1982-02-05_loc_RUTHERGLEN,1,-8,1982-02-04T11:00:00Z,-36.778,146.708,60.6,1982-02-04T19:00:00Z,-36.101,146.5073,50,972,293.2,290.9,0,670.5,60.8,7.8,7.9,365.4,0
date_1982-02-05_loc_RUTHERGLEN,1,-9,1982-02-04T10:00:00Z,-36.921,146.685,61.3,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.1,293.9,291.5,0,707.7,59,7.9,8,359,0
date_1982-02-05_loc_RUTHERGLEN,1,-10,1982-02-04T09:00:00Z,-37.077,146.636,62,1982-02-04T19:00:00Z,-36.101,146.5073,50,972.5,294.4,292.1,0,732.7,57.3,8,8.1,350.7,33.8
date_1982-02-05_loc_RUTHERGLEN,1,-11,1982-02-04T08:00:00Z,-37.246,146.561,62.7,1982-02-04T19:00:00Z,-36.101,146.5073,50,973,294.8,292.5,0,744.8,55.7,8,8.1,341.2,145
date_1982-02-05_loc_RUTHERGLEN,1,-12,1982-02-04T07:00:00Z,-37.428,146.465,63.4,1982-02-04T19:00:00Z,-36.101,146.5073,50,973.6,295.1,292.8,0,742.9,54.4,7.9,8,331.1,252.3
