run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1983-11-12_loc_BALLARAT,1,0,1983-11-11T19:00:00Z,-37.562,143.851,1000,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,882.7,294.5,284.1,0,338.7,42.7,3.9,3.9,181.7,0,4
date_1983-11-12_loc_BALLARAT,1,-1,1983-11-11T18:00:00Z,-37.467,143.419,976.7,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,887.4,294.8,284.9,0,250,39.5,3.8,3.8,157.1,0,4
date_1983-11-12_loc_BALLARAT,1,-2,1983-11-11T17:00:00Z,-37.367,143.018,954.7,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,893,294.6,285.2,0,269.6,40.7,4,4,130.5,0,4
date_1983-11-12_loc_BALLARAT,1,-3,1983-11-11T16:00:00Z,-37.27,142.661,936.1,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,897.7,294.5,285.6,0,298.9,41.6,4.1,4.1,105.2,0,4
date_1983-11-12_loc_BALLARAT,1,-4,1983-11-11T15:00:00Z,-37.173,142.347,919.9,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,900.9,294.4,285.7,0,332.8,42.8,4.3,4.3,90.4,0,4
date_1983-11-12_loc_BALLARAT,1,-5,1983-11-11T14:00:00Z,-37.077,142.073,906.1,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,902.8,294.3,285.8,0,366.7,43.8,4.4,4.4,85.1,0,4
date_1983-11-12_loc_BALLARAT,1,-6,1983-11-11T13:00:00Z,-36.981,141.836,894.5,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,904.3,294.4,286,0,403.8,44.2,4.5,4.5,81.3,0,4
date_1983-11-12_loc_BALLARAT,1,-7,1983-11-11T12:00:00Z,-36.883,141.632,884.6,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,905.6,294.5,286.2,0,444.1,44,4.5,4.6,78.7,0,4
date_1983-11-12_loc_BALLARAT,1,-8,1983-11-11T11:00:00Z,-36.791,141.447,876.2,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,906.8,294.3,286.2,0,561.8,42.8,4.4,4.4,72.9,0,4
date_1983-11-12_loc_BALLARAT,1,-9,1983-11-11T10:00:00Z,-36.708,141.265,868.9,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,907.8,294.2,286.2,0,679.3,42,4.3,4.3,72.9,0,4
date_1983-11-12_loc_BALLARAT,1,-10,1983-11-11T09:00:00Z,-36.633,141.086,863.1,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,908.5,294.1,286.2,0,795.4,41.4,4.2,4.2,73.3,24.5,4
date_1983-11-12_loc_BALLARAT,1,-11,1983-11-11T08:00:00Z,-36.563,140.908,858.7,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,909,294,286.1,0,909.3,41.1,4.2,4.2,74.2,135.9,4
date_1983-11-12_loc_BALLARAT,1,-12,1983-11-11T07:00:00Z,-36.497,140.733,855.8,1983-11-11T19:00:00Z,-37.5619,143.8508,1000,909.3,293.9,286,0,1020.3,40.9,4.1,4.2,75.5,244.8,4
