run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1980-11-21_loc_Yanakie,1,0,1980-11-20T19:00:00Z,-38.837,146.229,50,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,990.1,286.3,285.5,0,694,73.7,6.6,6.7,193,7.6
date_1980-11-21_loc_Yanakie,1,-1,1980-11-20T18:00:00Z,-38.957,145.914,53.8,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,991.3,286.1,285.4,0,701.9,74.9,6.7,6.7,175.7,0
date_1980-11-21_loc_Yanakie,1,-2,1980-11-20T17:00:00Z,-39.073,145.584,56.9,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,992.7,286.2,285.6,0,664.9,75.4,6.8,6.9,155.5,0
date_1980-11-21_loc_Yanakie,1,-3,1980-11-20T16:00:00Z,-39.178,145.222,57.6,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,994.2,286.3,285.8,0,624.2,76.6,7,7,142,0
date_1980-11-21_loc_Yanakie,1,-4,1980-11-20T15:00:00Z,-39.274,144.822,56,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,996.4,286.3,286,0,594,78.4,7.2,7.3,125.7,0
date_1980-11-21_loc_Yanakie,1,-5,1980-11-20T14:00:00Z,-39.363,144.383,52.3,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,999.4,286.2,286.1,0,592.2,80.3,7.4,7.5,104.5,0
date_1980-11-21_loc_Yanakie,1,-6,1980-11-20T13:00:00Z,-39.443,143.904,47.1,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1002.5,286,286.2,0,614.9,82.5,7.7,7.8,83.5,0
date_1980-11-21_loc_Yanakie,1,-7,1980-11-20T12:00:00Z,-39.515,143.39,41,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1005.9,285.8,286.2,0,669.2,85,7.9,8,62.9,0
date_1980-11-21_loc_Yanakie,1,-8,1980-11-20T11:00:00Z,-39.574,142.862,35.4,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1009.2,285.8,286.5,0,706.1,85,8,8.1,26.6,0
date_1980-11-21_loc_Yanakie,1,-9,1980-11-20T10:00:00Z,-39.618,142.337,31,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1011.7,285.9,286.8,0,690.9,85.2,8.1,8.2,10.5,0
date_1980-11-21_loc_Yanakie,1,-10,1980-11-20T09:00:00Z,-39.649,141.81,27.7,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1013.2,286,287.1,0,640.8,85.1,8.3,8.4,4.4,46.9
date_1980-11-21_loc_Yanakie,1,-11,1980-11-20T08:00:00Z,-39.667,141.277,25.2,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1014.3,286.2,287.4,0,608.8,85.5,8.4,8.6,-1.4,155
date_1980-11-21_loc_Yanakie,1,-12,1980-11-20T07:00:00Z,-39.673,140.737,23.4,1980-11-20T19:00:00Z,-38.836745828938,146.228722703372,50,1015.2,286.4,287.6,0,597.7,86.2,8.6,8.8,-6.8,260.4
