run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1982-02-06_loc_RUTHERGLEN,1,0,1982-02-05T19:00:00Z,-36.101,146.507,50,1982-02-05T19:00:00Z,-36.101,146.5073,50,972,293.7,291.3,0,321.8,63.4,8.4,8.5,360.5,0
date_1982-02-06_loc_RUTHERGLEN,1,-1,1982-02-05T18:00:00Z,-36.067,146.634,54.3,1982-02-05T19:00:00Z,-36.101,146.5073,50,970.3,292.7,290.2,0,250,67.6,8.4,8.5,372.4,0
date_1982-02-06_loc_RUTHERGLEN,1,-2,1982-02-05T17:00:00Z,-36.047,146.771,59,1982-02-05T19:00:00Z,-36.101,146.5073,50,968.5,293.5,290.8,0,303.4,65,8.4,8.5,390.6,0
date_1982-02-06_loc_RUTHERGLEN,1,-3,1982-02-05T16:00:00Z,-36.033,146.926,63.9,1982-02-05T19:00:00Z,-36.101,146.5073,50,966.6,294.3,291.4,0,353.6,62.5,8.4,8.5,405.3,0
date_1982-02-06_loc_RUTHERGLEN,1,-4,1982-02-05T15:00:00Z,-36.023,147.1,68.9,1982-02-05T19:00:00Z,-36.101,146.5073,50,964.5,295,291.9,0,399.5,60,8.3,8.5,421.7,0
date_1982-02-06_loc_RUTHERGLEN,1,-5,1982-02-05T14:00:00Z,-36.018,147.296,74.1,1982-02-05T19:00:00Z,-36.101,146.5073,50,962.2,295.6,292.4,0,440.1,57.7,8.3,8.4,440.1,0
date_1982-02-06_loc_RUTHERGLEN,1,-6,1982-02-05T13:00:00Z,-36.015,147.518,79.7,1982-02-05T19:00:00Z,-36.101,146.5073,50,959.6,296.2,292.7,0,474.6,55.4,8.1,8.2,458.1,0
date_1982-02-06_loc_RUTHERGLEN,1,-7,1982-02-05T12:00:00Z,-36.016,147.766,85.8,1982-02-05T19:00:00Z,-36.101,146.5073,50,960.2,296.5,293,0,505.4,53.8,8,8.2,446.2,0
date_1982-02-06_loc_RUTHERGLEN,1,-8,1982-02-05T11:00:00Z,-36.023,148.016,92.1,1982-02-05T19:00:00Z,-36.101,146.5073,50,960.6,296.6,293.2,0,569.5,53.5,8.1,8.2,434.9,0
date_1982-02-06_loc_RUTHERGLEN,1,-9,1982-02-05T10:00:00Z,-36.039,148.251,98.4,1982-02-05T19:00:00Z,-36.101,146.5073,50,961,296.7,293.3,0,631.2,53.2,8.1,8.2,422.5,0
date_1982-02-06_loc_RUTHERGLEN,1,-10,1982-02-05T09:00:00Z,-36.065,148.469,104.6,1982-02-05T19:00:00Z,-36.101,146.5073,50,961.4,296.7,293.4,0,690,52.8,8.1,8.2,410.1,31.5
date_1982-02-06_loc_RUTHERGLEN,1,-11,1982-02-05T08:00:00Z,-36.104,148.672,110.4,1982-02-05T19:00:00Z,-36.101,146.5073,50,961.9,296.7,293.4,0,745.4,52.3,8,8.1,397.2,252.3
date_1982-02-06_loc_RUTHERGLEN,1,-12,1982-02-05T07:00:00Z,-36.159,148.86,116,1982-02-05T19:00:00Z,-36.101,146.5073,50,962.5,296.7,293.4,0,796.4,51.9,7.9,8,383.8,468.4
