run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1984-11-10_loc_HAMILTON,1,0,1984-11-09T19:00:00Z,-37.822,142.067,1000,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,891.1,300.3,290.6,0,414.2,39.8,5.5,5.5,88.4,0,6
date_1984-11-10_loc_HAMILTON,1,-1,1984-11-09T18:00:00Z,-37.502,141.871,1011.8,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,889.4,300.4,290.5,0,349.7,38.8,5.3,5.4,94.8,0,6
date_1984-11-10_loc_HAMILTON,1,-2,1984-11-09T17:00:00Z,-37.18,141.703,1021.3,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,888.2,301.1,291,0,348.6,37.9,5.4,5.5,84.9,0,6
date_1984-11-10_loc_HAMILTON,1,-3,1984-11-09T16:00:00Z,-36.852,141.562,1020.1,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,889.2,301.7,291.8,0,365.5,36.8,5.5,5.5,80,0,6
date_1984-11-10_loc_HAMILTON,1,-4,1984-11-09T15:00:00Z,-36.519,141.442,1010.8,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,891,302.3,292.5,0,399.8,35.6,5.5,5.6,76.8,0,6
date_1984-11-10_loc_HAMILTON,1,-5,1984-11-09T14:00:00Z,-36.181,141.334,995.9,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,893.3,302.8,293.2,0,451.5,34.5,5.6,5.6,74.9,0,6
date_1984-11-10_loc_HAMILTON,1,-6,1984-11-09T13:00:00Z,-35.838,141.234,978.1,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,895.9,303.2,293.8,0,521.1,33.4,5.6,5.7,74.3,0,6
date_1984-11-10_loc_HAMILTON,1,-7,1984-11-09T12:00:00Z,-35.491,141.132,959.8,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,898.6,303.6,294.4,0,610.3,32.4,5.6,5.7,74.9,0,6
date_1984-11-10_loc_HAMILTON,1,-8,1984-11-09T11:00:00Z,-35.154,141.039,944.7,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,899.9,303.9,294.9,0,844.8,31.3,5.6,5.7,84,0,6
date_1984-11-10_loc_HAMILTON,1,-9,1984-11-09T10:00:00Z,-34.842,140.964,935.4,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,899.5,304.4,295.3,0,1060.1,30.3,5.6,5.6,93.5,0,6
date_1984-11-10_loc_HAMILTON,1,-10,1984-11-09T09:00:00Z,-34.556,140.907,930.7,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,898.1,304.9,295.7,0,1241.1,29.4,5.5,5.6,106.3,15.6,6
date_1984-11-10_loc_HAMILTON,1,-11,1984-11-09T08:00:00Z,-34.293,140.865,930.2,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,896.4,305.4,296,0,1409.5,28.6,5.5,5.6,118,128.9,6
date_1984-11-10_loc_HAMILTON,1,-12,1984-11-09T07:00:00Z,-34.054,140.838,933.8,1984-11-09T19:00:00Z,-37.8216,142.0668,1000,894.4,305.9,296.3,0,1566.9,27.9,5.5,5.5,128.4,240.2,6
