run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1983-03-28_loc_RUTHERGLEN,1,0,1983-03-27T19:00:00Z,-36.101,146.507,50,1983-03-27T19:00:00Z,-36.101,146.5073,50,971.2,286.3,283.9,0,317.4,81.5,6.7,6.8,356.9,0
date_1983-03-28_loc_RUTHERGLEN,1,-1,1983-03-27T18:00:00Z,-36.148,146.393,52.8,1983-03-27T19:00:00Z,-36.101,146.5073,50,972.2,286,283.7,0,283.1,83.2,6.7,6.8,346.3,0
date_1983-03-28_loc_RUTHERGLEN,1,-2,1983-03-27T17:00:00Z,-36.203,146.274,55.4,1983-03-27T19:00:00Z,-36.101,146.5073,50,973.5,286.3,284.1,0,286.9,81.3,6.8,6.8,338.4,0
date_1983-03-28_loc_RUTHERGLEN,1,-3,1983-03-27T16:00:00Z,-36.267,146.14,57.9,1983-03-27T19:00:00Z,-36.101,146.5073,50,974.8,286.7,284.6,0,291.9,79.6,6.8,6.9,326.6,0
date_1983-03-28_loc_RUTHERGLEN,1,-4,1983-03-27T15:00:00Z,-36.34,145.989,60.4,1983-03-27T19:00:00Z,-36.101,146.5073,50,976.3,287,285,0,298.7,78.3,6.9,7,313.9,0
date_1983-03-28_loc_RUTHERGLEN,1,-5,1983-03-27T14:00:00Z,-36.423,145.823,62.8,1983-03-27T19:00:00Z,-36.101,146.5073,50,977.8,287.2,285.4,0,307.6,77.3,7,7,300.6,0
date_1983-03-28_loc_RUTHERGLEN,1,-6,1983-03-27T13:00:00Z,-36.515,145.641,65.2,1983-03-27T19:00:00Z,-36.101,146.5073,50,979.4,287.4,285.7,0,319.3,76.7,7,7.1,286.9,0
date_1983-03-28_loc_RUTHERGLEN,1,-7,1983-03-27T12:00:00Z,-36.617,145.443,67.8,1983-03-27T19:00:00Z,-36.101,146.5073,50,981,287.6,286,0,334.5,76.5,7.1,7.2,273.2,0
date_1983-03-28_loc_RUTHERGLEN,1,-8,1983-03-27T11:00:00Z,-36.722,145.236,70.7,1983-03-27T19:00:00Z,-36.101,146.5073,50,982.3,288.2,286.7,0,454.7,73.8,7.2,7.3,257.1,0
date_1983-03-28_loc_RUTHERGLEN,1,-9,1983-03-27T10:00:00Z,-36.827,145.031,73.7,1983-03-27T19:00:00Z,-36.101,146.5073,50,983.5,288.8,287.4,0,571.2,70.9,7.2,7.3,244.3,0
date_1983-03-28_loc_RUTHERGLEN,1,-10,1983-03-27T09:00:00Z,-36.929,144.829,76.9,1983-03-27T19:00:00Z,-36.101,146.5073,50,984.5,289.4,288.1,0,681.2,67.6,7.2,7.3,233.7,0
date_1983-03-28_loc_RUTHERGLEN,1,-11,1983-03-27T08:00:00Z,-37.028,144.63,80.5,1983-03-27T19:00:00Z,-36.101,146.5073,50,985.3,290,288.8,0,783.5,64.3,7.2,7.3,223.6,76.6
date_1983-03-28_loc_RUTHERGLEN,1,-12,1983-03-27T07:00:00Z,-37.125,144.436,84.4,1983-03-27T19:00:00Z,-36.101,146.5073,50,986.1,290.6,289.4,0,878.9,61.1,7.1,7.2,213.6,302
