run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux
date_1983-03-03_loc_RUTHERGLEN,1,0,1983-03-02T19:00:00Z,-36.101,146.507,50,1983-03-02T19:00:00Z,-36.101,146.5073,50,972.3,298.2,295.8,0,334,63.3,11.1,11.3,361.6,0
date_1983-03-03_loc_RUTHERGLEN,1,-1,1983-03-02T18:00:00Z,-36.145,146.664,49.8,1983-03-02T19:00:00Z,-36.101,146.5073,50,970.7,297.6,295,0,250,65.7,11,11.2,373.8,0
date_1983-03-03_loc_RUTHERGLEN,1,-2,1983-03-02T17:00:00Z,-36.198,146.819,50,1983-03-02T19:00:00Z,-36.101,146.5073,50,969.1,298.2,295.5,0,253.1,64,11,11.2,392,0
date_1983-03-03_loc_RUTHERGLEN,1,-3,1983-03-02T16:00:00Z,-36.244,146.964,50.5,1983-03-02T19:00:00Z,-36.101,146.5073,50,967.7,298.8,295.9,0,254.7,62.3,11.1,11.3,403.4,0
date_1983-03-03_loc_RUTHERGLEN,1,-4,1983-03-02T15:00:00Z,-36.285,147.101,51.3,1983-03-02T19:00:00Z,-36.101,146.5073,50,966.2,299.3,296.4,0,255.1,60.4,11.1,11.3,413.8,0
date_1983-03-03_loc_RUTHERGLEN,1,-5,1983-03-02T14:00:00Z,-36.319,147.227,52.4,1983-03-02T19:00:00Z,-36.101,146.5073,50,964.8,299.9,296.9,0,254.5,58.5,11,11.2,423.2,0
date_1983-03-03_loc_RUTHERGLEN,1,-6,1983-03-02T13:00:00Z,-36.345,147.341,53.8,1983-03-02T19:00:00Z,-36.101,146.5073,50,963.4,300.5,297.3,0,253.2,56.5,11,11.2,431.9,0
date_1983-03-03_loc_RUTHERGLEN,1,-7,1983-03-02T12:00:00Z,-36.363,147.445,55.6,1983-03-02T19:00:00Z,-36.101,146.5073,50,962,301.2,297.8,0,251.3,54.4,10.9,11.1,439.8,0
date_1983-03-03_loc_RUTHERGLEN,1,-8,1983-03-02T11:00:00Z,-36.381,147.533,57.1,1983-03-02T19:00:00Z,-36.101,146.5073,50,961.6,301.9,298.6,0,418.4,51.8,10.9,11.1,438,0
date_1983-03-03_loc_RUTHERGLEN,1,-9,1983-03-02T10:00:00Z,-36.408,147.603,57.9,1983-03-02T19:00:00Z,-36.101,146.5073,50,962.1,302.7,299.3,0,580.8,49.6,10.9,11.1,433,0
date_1983-03-03_loc_RUTHERGLEN,1,-10,1983-03-02T09:00:00Z,-36.444,147.656,58,1983-03-02T19:00:00Z,-36.101,146.5073,50,962.6,303.4,300.1,0,737,47.2,10.8,11,428.4,0
date_1983-03-03_loc_RUTHERGLEN,1,-11,1983-03-02T08:00:00Z,-36.49,147.692,57.3,1983-03-02T19:00:00Z,-36.101,146.5073,50,963.2,304.1,300.8,0,886.7,44.8,10.7,10.9,423.9,84.3
date_1983-03-03_loc_RUTHERGLEN,1,-12,1983-03-02T07:00:00Z,-36.547,147.711,56,1983-03-02T19:00:00Z,-36.101,146.5073,50,963.8,304.8,301.6,0,1029.3,42.2,10.6,10.7,419.6,196.1
