run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1984-12-11_loc_ARARAT,1,0,1984-12-10T19:00:00Z,-37.397,143.084,1000,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,870.8,294.6,283.2,0.3,609.7,84,7.3,7.4,146.6,0,3
date_1984-12-11_loc_ARARAT,1,-1,1984-12-10T18:00:00Z,-37.079,142.938,940,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,878.7,295,284.3,0.3,581.7,81.1,7.6,7.6,129,0,3
date_1984-12-11_loc_ARARAT,1,-2,1984-12-10T17:00:00Z,-36.787,142.811,881.7,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,887.5,295.5,285.6,0.1,619.7,73.8,7.4,7.5,103.9,0,3
date_1984-12-11_loc_ARARAT,1,-3,1984-12-10T16:00:00Z,-36.521,142.715,827.6,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,895,296.1,286.9,0.1,690,66.8,7.3,7.3,91.9,0,3
date_1984-12-11_loc_ARARAT,1,-4,1984-12-10T15:00:00Z,-36.278,142.647,778.2,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,901.9,296.9,288.3,0.1,786,60.2,7.1,7.2,82.2,0,3
date_1984-12-11_loc_ARARAT,1,-5,1984-12-10T14:00:00Z,-36.061,142.606,733.4,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,908,297.9,289.7,0.1,901.3,53.8,6.9,7,74.8,0,3
date_1984-12-11_loc_ARARAT,1,-6,1984-12-10T13:00:00Z,-35.867,142.591,692.8,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,913.4,298.9,291.2,0.1,1029,47.5,6.7,6.7,69.7,0,3
date_1984-12-11_loc_ARARAT,1,-7,1984-12-10T12:00:00Z,-35.698,142.602,656.5,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,918.1,300,292.7,0.1,1162.2,41.3,6.3,6.4,66.9,0,3
date_1984-12-11_loc_ARARAT,1,-8,1984-12-10T11:00:00Z,-35.556,142.637,622.5,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,922.1,300.9,294,0,1375.9,36.8,6.1,6.1,70.1,0,3
date_1984-12-11_loc_ARARAT,1,-9,1984-12-10T10:00:00Z,-35.443,142.696,589.5,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,925.4,301.8,295.2,0,1595.9,32.8,5.8,5.9,71.1,0,3
date_1984-12-11_loc_ARARAT,1,-10,1984-12-10T09:00:00Z,-35.352,142.787,557,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,928.5,302.8,296.4,0,1818.1,29,5.5,5.6,74.8,112.3,3
date_1984-12-11_loc_ARARAT,1,-11,1984-12-10T08:00:00Z,-35.282,142.913,525,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,931.4,303.7,297.6,0,2039.6,25.5,5.2,5.2,81.3,326.5,3
date_1984-12-11_loc_ARARAT,1,-12,1984-12-10T07:00:00Z,-35.229,143.077,493.7,1984-12-10T19:00:00Z,-37.397341,143.083979,1000,934.1,304.5,298.6,0,2259.2,22.5,4.9,4.9,90.8,535.3,3
