run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1964-10-19_loc_Turretfield,1,0,1964-10-18T19:00:00Z,-34.558,138.834,1000,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,896.2,289.4,280.4,0,385.3,58.1,4.1,4.1,118.4,0,1
date_1964-10-19_loc_Turretfield,1,-1,1964-10-18T18:00:00Z,-34.589,138.87,1017.3,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,894.5,289.5,280.4,0,300.4,57.8,4.1,4.1,116.9,0,1
date_1964-10-19_loc_Turretfield,1,-2,1964-10-18T17:00:00Z,-34.635,138.906,1038.8,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,892.1,289.6,280.2,0,351.1,57.6,4,4.1,118.3,0,1
date_1964-10-19_loc_Turretfield,1,-3,1964-10-18T16:00:00Z,-34.702,138.943,1062.5,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,890,289.6,280.1,0,403.2,57.7,4,4,115.4,0,1
date_1964-10-19_loc_Turretfield,1,-4,1964-10-18T15:00:00Z,-34.789,138.983,1088.7,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,887.7,289.6,279.8,0,457.4,58,4,4,111.5,0,1
date_1964-10-19_loc_Turretfield,1,-5,1964-10-18T14:00:00Z,-34.895,139.025,1118,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,885.2,289.5,279.6,0,514,58.3,3.9,4,106.7,0,1
date_1964-10-19_loc_Turretfield,1,-6,1964-10-18T13:00:00Z,-35.019,139.07,1151,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,882.4,289.4,279.2,0,575,58.8,3.9,3.9,101.5,0,1
date_1964-10-19_loc_Turretfield,1,-7,1964-10-18T12:00:00Z,-35.159,139.113,1188,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,878.9,289.3,278.8,0,646.9,59.5,3.8,3.8,98.2,0,1
date_1964-10-19_loc_Turretfield,1,-8,1964-10-18T11:00:00Z,-35.298,139.135,1224.6,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,874.7,289.5,278.6,0,759.7,58.4,3.7,3.7,96.4,0,1
date_1964-10-19_loc_Turretfield,1,-9,1964-10-18T10:00:00Z,-35.421,139.123,1255.9,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,871.5,289.6,278.4,0,857.9,57.6,3.6,3.7,93.1,0,1
date_1964-10-19_loc_Turretfield,1,-10,1964-10-18T09:00:00Z,-35.531,139.079,1281.6,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,868.9,289.7,278.3,0,943.3,56.9,3.6,3.6,89.9,0,1
date_1964-10-19_loc_Turretfield,1,-11,1964-10-18T08:00:00Z,-35.629,139.004,1301.1,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,866.9,289.8,278.2,0,1017,56.3,3.5,3.5,86.6,108.3,1
date_1964-10-19_loc_Turretfield,1,-12,1964-10-18T07:00:00Z,-35.717,138.898,1314.4,1964-10-18T19:00:00Z,-34.55784,138.83408,1000,865.4,289.9,278.1,0,1079.7,55.7,3.5,3.5,83.2,220.6,1
