run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1986-12-30_loc_Thora,1,0,1986-12-29T19:00:00Z,-30.42,152.806,1000,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,871.3,298.8,287.2,0,377.6,53.2,6.1,6.1,342.4,11.8,1
date_1986-12-30_loc_Thora,1,-1,1986-12-29T18:00:00Z,-30.401,152.984,1017.6,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,871.7,298.8,287.3,0,349.7,52,5.9,6,320,0,1
date_1986-12-30_loc_Thora,1,-2,1986-12-29T17:00:00Z,-30.391,153.168,1037.3,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,872.2,299.1,287.6,0,374.4,51.1,6,6,297.4,0,1
date_1986-12-30_loc_Thora,1,-3,1986-12-29T16:00:00Z,-30.399,153.361,1058,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,873,299.3,287.9,0,400.8,50.1,6,6,269.7,0,1
date_1986-12-30_loc_Thora,1,-4,1986-12-29T15:00:00Z,-30.424,153.561,1079.7,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,874,299.5,288.2,0,428.2,48.9,5.9,6,239.9,0,1
date_1986-12-30_loc_Thora,1,-5,1986-12-29T14:00:00Z,-30.468,153.767,1102.3,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,875.1,299.7,288.5,0,455.8,47.3,5.8,5.9,208.2,0,1
date_1986-12-30_loc_Thora,1,-6,1986-12-29T13:00:00Z,-30.53,153.978,1126.1,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,876.3,299.9,288.7,0,482.4,45.3,5.7,5.7,175,0,1
date_1986-12-30_loc_Thora,1,-7,1986-12-29T12:00:00Z,-30.61,154.193,1151.2,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,877.6,300,289,0,506.8,42.9,5.4,5.5,140.5,0,1
date_1986-12-30_loc_Thora,1,-8,1986-12-29T11:00:00Z,-30.702,154.398,1176.2,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,877.8,299.7,288.7,0,520.9,41.4,5.1,5.2,112.8,0,1
date_1986-12-30_loc_Thora,1,-9,1986-12-29T10:00:00Z,-30.8,154.582,1200.6,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,878.1,299.3,288.3,0,527.1,40,4.9,4.9,82.5,0,1
date_1986-12-30_loc_Thora,1,-10,1986-12-29T09:00:00Z,-30.903,154.747,1224.7,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,878.1,299,288,0,527.5,38.9,4.6,4.7,55,0,1
date_1986-12-30_loc_Thora,1,-11,1986-12-29T08:00:00Z,-31.01,154.891,1249.1,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,877.7,298.6,287.7,0,524,37.9,4.4,4.5,30.4,79.2,1
date_1986-12-30_loc_Thora,1,-12,1986-12-29T07:00:00Z,-31.119,155.016,1273.6,1986-12-29T19:00:00Z,-30.4202778,152.806111111111,1000,876.9,298.4,287.4,0,518,37.4,4.3,4.3,10.5,191.8,1
