run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,timespan
date_1980-10-23_loc_HORSHAM,1,0,1980-10-22T19:00:00Z,-36.722,142.173,1000,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,887,301.5,291.3,0.1,764.1,41.8,6.1,6.2,77.4,0,3
date_1980-10-23_loc_HORSHAM,1,-1,1980-10-22T18:00:00Z,-36.355,141.788,978.6,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,890.6,302.6,292.7,0.1,668.8,36.4,5.7,5.8,72.4,0,3
date_1980-10-23_loc_HORSHAM,1,-2,1980-10-22T17:00:00Z,-35.969,141.433,962.4,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,892.1,303.3,293.6,0,552.5,35,5.8,5.9,69.1,0,3
date_1980-10-23_loc_HORSHAM,1,-3,1980-10-22T16:00:00Z,-35.574,141.128,942.7,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,894.2,304.3,294.7,0,460.7,32.3,5.8,5.8,70.7,0,3
date_1980-10-23_loc_HORSHAM,1,-4,1980-10-22T15:00:00Z,-35.156,140.867,917.4,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,896.6,305.5,296.1,0,386.8,28.8,5.6,5.6,75.5,0,3
date_1980-10-23_loc_HORSHAM,1,-5,1980-10-22T14:00:00Z,-34.709,140.648,883.2,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,898.3,306.7,297.4,0,332.3,25,5.2,5.3,94.4,0,3
date_1980-10-23_loc_HORSHAM,1,-6,1980-10-22T13:00:00Z,-34.228,140.473,837.9,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,900.6,307.9,298.8,0,285.2,20.7,4.7,4.7,120.9,0,3
date_1980-10-23_loc_HORSHAM,1,-7,1980-10-22T12:00:00Z,-33.709,140.351,782.4,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,904.4,309.2,300.4,0,250,16,4,4,147.8,0,3
date_1980-10-23_loc_HORSHAM,1,-8,1980-10-22T11:00:00Z,-33.182,140.276,729.1,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,909,309.4,301.1,0,704.4,15.1,3.9,3.9,171.3,0,3
date_1980-10-23_loc_HORSHAM,1,-9,1980-10-22T10:00:00Z,-32.68,140.225,689.3,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,911.5,309.7,301.6,0,1233.6,14.2,3.8,3.8,195.5,0,3
date_1980-10-23_loc_HORSHAM,1,-10,1980-10-22T09:00:00Z,-32.211,140.189,665.7,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,914.5,309.9,302.1,0,1769,13.7,3.7,3.7,198,0,3
date_1980-10-23_loc_HORSHAM,1,-11,1980-10-22T08:00:00Z,-31.786,140.155,658.7,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,916.7,309.9,302.3,0,2281.5,13.6,3.7,3.7,188.5,102.3,3
date_1980-10-23_loc_HORSHAM,1,-12,1980-10-22T07:00:00Z,-31.409,140.115,667.1,1980-10-22T19:00:00Z,-36.7217,142.1729,1000,917.1,309.9,302.3,0,2798.4,13.5,3.7,3.7,179.8,219.6,3
