NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-04-11T20:00:00Z,-37.397,143.084,1000,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,889.4,299.4,289.6,0,282.4,25.5,3.3,3.3,125.3,0,1,lat,-37.397341
Victoria,1,1,-1,1981-04-11T19:00:00Z,-36.929,142.73,972,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,896.6,299.7,290.5,0,265.6,23.8,3.3,3.3,91,0,1,lon,143.083979
Victoria,1,1,-2,1981-04-11T18:00:00Z,-36.428,142.4,950.9,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,902.1,300.1,291.4,0,250,22.8,3.3,3.3,64.2,0,1,height,1000
Victoria,1,1,-3,1981-04-11T17:00:00Z,-35.93,142.114,936.1,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,905,300.3,291.8,0,250,24.1,3.5,3.6,63.7,0,1,days_AEDT,1981-04-12
Victoria,1,1,-4,1981-04-11T16:00:00Z,-35.473,141.888,928.3,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,906.6,300.5,292.2,0,250,24.3,3.7,3.7,60.4,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-04-11T15:00:00Z,-35.057,141.723,927.1,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,907.3,300.9,292.6,0,250,23.8,3.7,3.7,59.6,0,1,duration,12
Victoria,1,1,-6,1981-04-11T14:00:00Z,-34.685,141.622,930.6,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,905.7,301.2,292.8,0,250,23.3,3.6,3.7,73.2,0,1,max_n_steps,3
Victoria,1,1,-7,1981-04-11T13:00:00Z,-34.361,141.59,938.1,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,903.8,301.5,292.9,0,250,22.7,3.6,3.6,86.1,0,1,temp_thresh,12
New South Wales,1,1,-8,1981-04-11T12:00:00Z,-34.086,141.623,949.3,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,901.8,301.7,292.9,0,250,22.1,3.5,3.5,95.1,0,1,NA,NA
New South Wales,1,1,-9,1981-04-11T11:00:00Z,-33.851,141.692,965,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,899.6,301.6,292.6,0,494.8,22.7,3.5,3.5,93.5,0,1,NA,NA
New South Wales,1,1,-10,1981-04-11T10:00:00Z,-33.649,141.765,984.7,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,897.1,301.5,292.3,0,739.4,23,3.5,3.5,97.7,0,1,NA,NA
New South Wales,1,1,-11,1981-04-11T09:00:00Z,-33.478,141.838,1008.5,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,894.3,301.5,292,0,984,23.2,3.5,3.5,100.6,0,1,NA,NA
New South Wales,1,1,-12,1981-04-11T08:00:00Z,-33.336,141.907,1036.6,1981-04-11T20:00:00Z,-37.397341,143.083979,1000,891.1,301.5,291.7,0,1228.6,23.3,3.5,3.5,102.6,47.4,1,NA,NA
New South Wales,1,1,0,1981-04-10T20:00:00Z,-33.336,141.907,1000,1981-04-10T20:00:00Z,-33.336,141.907,1000,895.7,298.4,289.1,0,250,21.5,2.7,2.7,103.2,0,2,NA,NA
New South Wales,1,1,-1,1981-04-10T19:00:00Z,-33.225,141.978,1008.4,1981-04-10T20:00:00Z,-33.336,141.907,1000,894.5,298.3,288.9,0,250,20.9,2.6,2.6,104,0,2,NA,NA
New South Wales,1,1,-2,1981-04-10T18:00:00Z,-33.122,142.073,1020.1,1981-04-10T20:00:00Z,-33.336,141.907,1000,893,298.2,288.7,0,250,20.2,2.5,2.5,103.4,0,2,NA,NA
New South Wales,1,1,-3,1981-04-10T17:00:00Z,-33.04,142.188,1037.5,1981-04-10T20:00:00Z,-33.336,141.907,1000,891.9,298.5,288.9,0,250,19.6,2.4,2.4,97.5,0,2,NA,NA
New South Wales,1,1,-4,1981-04-10T16:00:00Z,-32.993,142.312,1062.8,1981-04-10T20:00:00Z,-33.336,141.907,1000,889.9,298.8,288.9,0,250,18.7,2.3,2.3,93.4,0,2,NA,NA
New South Wales,1,1,-5,1981-04-10T15:00:00Z,-32.98,142.446,1096.8,1981-04-10T20:00:00Z,-33.336,141.907,1000,887.1,299,289,0,250,17.5,2.2,2.2,88.1,0,2,NA,NA
New South Wales,1,1,-6,1981-04-10T14:00:00Z,-33.002,142.585,1140.3,1981-04-10T20:00:00Z,-33.336,141.907,1000,883.2,299.3,288.9,0,250,16.3,2,2,85.5,0,2,NA,NA
New South Wales,1,1,-7,1981-04-10T13:00:00Z,-33.054,142.728,1194.7,1981-04-10T20:00:00Z,-33.336,141.907,1000,878,299.6,288.6,0,250,15,1.9,1.9,85.2,0,2,NA,NA
New South Wales,1,1,-8,1981-04-10T12:00:00Z,-33.135,142.877,1262,1981-04-10T20:00:00Z,-33.336,141.907,1000,871.7,299.9,288.3,0,250,13.4,1.6,1.6,85,0,2,NA,NA
New South Wales,1,1,-9,1981-04-10T11:00:00Z,-33.233,143.02,1333.3,1981-04-10T20:00:00Z,-33.336,141.907,1000,863.2,300.3,288,0,416.9,13.6,1.6,1.6,84.4,0,2,NA,NA
New South Wales,1,1,-10,1981-04-10T10:00:00Z,-33.341,143.147,1398,1981-04-10T20:00:00Z,-33.336,141.907,1000,856.2,300.8,287.7,0,582,14.2,1.7,1.7,85,0,2,NA,NA
New South Wales,1,1,-11,1981-04-10T09:00:00Z,-33.459,143.262,1455.7,1981-04-10T20:00:00Z,-33.336,141.907,1000,850,301.1,287.4,0,742.8,14.6,1.7,1.7,86.2,0,2,NA,NA
New South Wales,1,1,-12,1981-04-10T08:00:00Z,-33.591,143.37,1506.5,1981-04-10T20:00:00Z,-33.336,141.907,1000,844.5,301.4,287.1,0,896.5,14.8,1.7,1.7,88.3,14.2,2,NA,NA
New South Wales,1,1,0,1981-04-09T20:00:00Z,-33.591,143.37,1000,1981-04-09T20:00:00Z,-33.591,143.37,1000,896.3,298,288.8,0,256.7,34.7,4.3,4.3,90.8,0,3,NA,NA
New South Wales,1,1,-1,1981-04-09T19:00:00Z,-33.755,143.491,1031.4,1981-04-09T20:00:00Z,-33.591,143.37,1000,892.5,298,288.5,0,254.4,36.1,4.3,4.4,93.4,0,3,NA,NA
New South Wales,1,1,-2,1981-04-09T18:00:00Z,-33.938,143.597,1068.2,1981-04-09T20:00:00Z,-33.591,143.37,1000,887.9,298,288.1,0,250,37.3,4.4,4.4,97,0,3,NA,NA
New South Wales,1,1,-3,1981-04-09T17:00:00Z,-34.139,143.679,1105.6,1981-04-09T20:00:00Z,-33.591,143.37,1000,882.8,298.4,287.9,0,268.6,37.2,4.4,4.4,108.3,0,3,NA,NA
New South Wales,1,1,-4,1981-04-09T16:00:00Z,-34.361,143.73,1139.1,1981-04-09T20:00:00Z,-33.591,143.37,1000,878.8,298.6,287.8,0,288.8,37.9,4.4,4.5,113,0,3,NA,NA
New South Wales,1,1,-5,1981-04-09T15:00:00Z,-34.606,143.757,1168.2,1981-04-09T20:00:00Z,-33.591,143.37,1000,875.2,298.7,287.5,0,311.3,39.5,4.6,4.6,117.3,0,3,NA,NA
New South Wales,1,1,-6,1981-04-09T14:00:00Z,-34.872,143.76,1192.6,1981-04-09T20:00:00Z,-33.591,143.37,1000,872.3,298.7,287.3,0,336.5,41.9,4.8,4.8,121,0,3,NA,NA
New South Wales,1,1,-7,1981-04-09T13:00:00Z,-35.162,143.738,1213,1981-04-09T20:00:00Z,-33.591,143.37,1000,869.8,298.6,286.9,0,355.8,45.6,5.1,5.1,124.4,0,3,NA,NA
