NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
New South Wales,1,1,-10,1981-04-04T10:00:00Z,-35.964,144.673,1185.7,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,861.8,300.4,287.9,0.2,702.7,75.4,9,9.2,215.4,0,1,NA,NA
New South Wales,1,1,-11,1981-04-04T09:00:00Z,-35.884,144.963,1194.6,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,858.6,300.4,287.6,0.2,837.9,77.2,9.1,9.3,234.4,0,1,NA,NA
New South Wales,1,1,-12,1981-04-04T08:00:00Z,-35.811,145.272,1196.6,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,855.2,300.5,287.3,0.2,947,78.2,9.1,9.3,261.2,24.1,1,NA,NA
New South Wales,1,1,0,1981-04-04T20:00:00Z,-35.811,145.272,1000,1981-04-04T20:00:00Z,-35.811,145.272,1000,874.9,298.6,287.4,0,339.9,80.1,9.2,9.3,253.4,0,2,NA,NA
New South Wales,1,1,-1,1981-04-04T19:00:00Z,-35.668,145.501,1014,1981-04-04T20:00:00Z,-35.811,145.272,1000,871.4,298.5,286.9,0,337.4,80.6,9,9.1,273.2,0,2,NA,NA
New South Wales,1,1,-2,1981-04-04T18:00:00Z,-35.518,145.759,1032.3,1981-04-04T20:00:00Z,-35.811,145.272,1000,866.6,298.4,286.4,0,322.8,80.9,8.8,8.9,298.3,0,2,NA,NA
New South Wales,1,1,-3,1981-04-04T17:00:00Z,-35.363,146.044,1051,1981-04-04T20:00:00Z,-35.811,145.272,1000,861.7,298.7,286.3,0,317.5,81.4,8.8,8.9,328.5,0,2,NA,NA
New South Wales,1,1,-4,1981-04-04T16:00:00Z,-35.206,146.354,1066.3,1981-04-04T20:00:00Z,-35.811,145.272,1000,856.8,299,286,0.1,307.1,82.6,8.9,9,366.6,0,2,NA,NA
New South Wales,1,1,-5,1981-04-04T15:00:00Z,-35.043,146.69,1077.4,1981-04-04T20:00:00Z,-35.811,145.272,1000,851.5,299.2,285.8,0.1,292.4,84.6,9,9.1,411.5,0,2,NA,NA
New South Wales,1,1,-6,1981-04-04T14:00:00Z,-34.869,147.05,1084.2,1981-04-04T20:00:00Z,-35.811,145.272,1000,847.5,299.4,285.5,0.1,272.5,86.1,9,9.2,447.6,0,2,NA,NA
New South Wales,1,1,-7,1981-04-04T13:00:00Z,-34.681,147.431,1085.8,1981-04-04T20:00:00Z,-35.811,145.272,1000,844.4,299.5,285.4,0.1,253.2,87.4,9.1,9.2,478.7,0,2,NA,NA
New South Wales,1,1,-8,1981-04-04T12:00:00Z,-34.484,147.831,1083.8,1981-04-04T20:00:00Z,-35.811,145.272,1000,846.2,299.5,285.5,0.1,267,87.4,9.1,9.3,465,0,2,NA,NA
New South Wales,1,1,-9,1981-04-04T11:00:00Z,-34.291,148.237,1076.3,1981-04-04T20:00:00Z,-35.811,145.272,1000,848.2,299.4,285.6,0.2,378.1,86.1,9.1,9.2,452,0,2,NA,NA
New South Wales,1,1,-10,1981-04-04T10:00:00Z,-34.108,148.635,1063.4,1981-04-04T20:00:00Z,-35.811,145.272,1000,850.1,299.4,285.7,0.2,466.3,84.7,9,9.1,442.7,0,2,NA,NA
New South Wales,1,1,-11,1981-04-04T09:00:00Z,-33.932,149.024,1045.3,1981-04-04T20:00:00Z,-35.811,145.272,1000,852,299.3,285.9,0.1,532,83.3,8.9,9,439.6,0,2,NA,NA
New South Wales,1,1,-12,1981-04-04T08:00:00Z,-33.76,149.4,1022.2,1981-04-04T20:00:00Z,-35.811,145.272,1000,853.8,299.3,286,0.1,576.3,81.9,8.8,8.9,442.3,0,2,NA,NA
New South Wales,1,1,0,1981-04-04T20:00:00Z,-33.76,149.4,1000,1981-04-04T20:00:00Z,-33.76,149.4,1000,855.6,298.8,285.8,0,374.8,78.6,8.3,8.4,442,0,3,NA,NA
New South Wales,1,1,-1,1981-04-04T19:00:00Z,-33.584,149.674,978,1981-04-04T20:00:00Z,-33.76,149.4,1000,856.9,298.8,285.9,0,332.1,78.9,8.4,8.5,448.4,0,3,NA,NA
New South Wales,1,1,-2,1981-04-04T18:00:00Z,-33.4,149.94,950.1,1981-04-04T20:00:00Z,-33.76,149.4,1000,858.8,298.7,286,0,295.1,79.4,8.5,8.6,458.6,0,3,NA,NA
New South Wales,1,1,-3,1981-04-04T17:00:00Z,-33.214,150.208,919,1981-04-04T20:00:00Z,-33.76,149.4,1000,864.5,298.5,286.3,0,316.8,79.5,8.6,8.7,442.8,0,3,NA,NA
New South Wales,1,1,-4,1981-04-04T16:00:00Z,-33.031,150.496,886.6,1981-04-04T20:00:00Z,-33.76,149.4,1000,870.6,298.4,286.8,0,347.8,79.4,8.8,8.9,417.4,0,3,NA,NA
New South Wales,1,1,-5,1981-04-04T15:00:00Z,-32.856,150.805,853.8,1981-04-04T20:00:00Z,-33.76,149.4,1000,876.8,298.2,287.2,0,386.6,79.3,8.9,9.1,391.7,0,3,NA,NA
New South Wales,1,1,-6,1981-04-04T14:00:00Z,-32.687,151.137,821.6,1981-04-04T20:00:00Z,-33.76,149.4,1000,883,298,287.6,0,434.3,79.2,9.1,9.2,365.7,0,3,NA,NA
New South Wales,1,1,-7,1981-04-04T13:00:00Z,-32.524,151.495,791.1,1981-04-04T20:00:00Z,-33.76,149.4,1000,889,297.8,287.9,0.4,492.4,79.3,9.3,9.4,339.3,0,3,NA,NA
New South Wales,1,1,-8,1981-04-04T12:00:00Z,-32.368,151.876,764,1981-04-04T20:00:00Z,-33.76,149.4,1000,895.2,297.6,288.3,0.4,545.9,79.3,9.4,9.6,310.3,0,3,NA,NA
New South Wales,1,1,-9,1981-04-04T11:00:00Z,-32.224,152.257,737.8,1981-04-04T20:00:00Z,-33.76,149.4,1000,900.3,297.6,288.8,0.7,535.1,79.7,9.7,9.8,281.8,0,3,NA,NA
