NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-04-04T20:00:00Z,-37.397,143.084,1000,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,886.9,299.8,289.7,0,251.3,64.8,8.5,8.6,132.5,0,1,lat,-37.397341
Victoria,1,1,-1,1981-04-04T19:00:00Z,-37.189,143.1,1002.7,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,887.5,299.6,289.6,0,253.9,67,8.7,8.8,129.1,0,1,lon,143.083979
Victoria,1,1,-2,1981-04-04T18:00:00Z,-36.988,143.161,1014.2,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,886.2,299.4,289.2,0,257.1,69.5,8.9,9,128.9,0,1,height,1000
Victoria,1,1,-3,1981-04-04T17:00:00Z,-36.804,143.26,1031.5,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,884.2,299.5,289.2,0,281.5,69.4,8.8,9,130.4,0,1,days_AEDT,1981-04-05
Victoria,1,1,-4,1981-04-04T16:00:00Z,-36.643,143.386,1051.3,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,882.1,299.7,289.1,0,305,69.4,8.8,8.9,134.9,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-04-04T15:00:00Z,-36.503,143.539,1073.4,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,879.6,299.8,289,0,327.3,69.6,8.8,8.9,141.7,0,1,duration,12
Victoria,1,1,-6,1981-04-04T14:00:00Z,-36.378,143.718,1097.2,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,876.6,299.9,288.8,0,348.1,70.1,8.8,8.9,150.6,0,1,max_n_steps,3
Victoria,1,1,-7,1981-04-04T13:00:00Z,-36.263,143.922,1122.4,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,873.4,300,288.6,0,366.6,70.9,8.8,9,161.4,0,1,temp_thresh,12
Victoria,1,1,-8,1981-04-04T12:00:00Z,-36.155,144.151,1148.2,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,870,300.2,288.4,0,382.3,72.3,8.9,9,174.1,0,1,NA,NA
Victoria,1,1,-9,1981-04-04T11:00:00Z,-36.054,144.403,1170.2,1981-04-04T20:00:00Z,-37.397341,143.083979,1000,865.5,300.3,288.1,0.2,550.3,73.8,9,9.1,198.1,0,1,NA,NA
