NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1980-11-10T19:00:00Z,-37.972,146.985,1000,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,873.2,297,285.6,0,387.3,48.2,4.9,5,304.1,0,1,lat,-37.9721
Victoria,1,1,-1,1980-11-10T18:00:00Z,-37.844,146.737,1023.6,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,870.4,296.9,285.4,0,250,49.4,5,5,308.5,0,1,lon,146.98525
Victoria,1,1,-2,1980-11-10T17:00:00Z,-37.711,146.522,1048.5,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,867,297.2,285.3,0,250,49.5,5,5,312.1,0,1,height,1000
Victoria,1,1,-3,1980-11-10T16:00:00Z,-37.581,146.343,1070.6,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,864.4,297.4,285.3,0,250,49.6,5,5.1,316,0,1,days_AEDT,1980-11-11
Victoria,1,1,-4,1980-11-10T15:00:00Z,-37.457,146.201,1090,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,862.5,297.6,285.3,0,250,49.5,5,5.1,316.9,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1980-11-10T14:00:00Z,-37.339,146.095,1106.6,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,861.5,297.7,285.3,0,250,49,5,5,312.3,0,1,duration,12
Victoria,1,1,-6,1980-11-10T13:00:00Z,-37.229,146.024,1120.2,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,860.7,297.9,285.3,0,250,48.5,4.9,5,309.1,0,1,max_n_steps,3
Victoria,1,1,-7,1980-11-10T12:00:00Z,-37.13,145.987,1131.3,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,860,297.9,285.4,0,250,47.9,4.9,4.9,307.5,0,1,temp_thresh,12
Victoria,1,1,-8,1980-11-10T11:00:00Z,-37.043,145.967,1142.4,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,859.1,298.1,285.4,0,381.1,47.7,4.9,4.9,307.8,0,1,NA,NA
Victoria,1,1,-9,1980-11-10T10:00:00Z,-36.97,145.946,1156.3,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,857.7,298.3,285.4,0,518.5,47.5,4.9,4.9,307.2,0,1,NA,NA
Victoria,1,1,-10,1980-11-10T09:00:00Z,-36.911,145.922,1172.7,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,856,298.4,285.4,0,660.6,47.4,4.9,4.9,306.2,0,1,NA,NA
Victoria,1,1,-11,1980-11-10T08:00:00Z,-36.866,145.894,1191.7,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,854.1,298.6,285.4,0,805.9,47.2,4.9,4.9,304.7,98.2,1,NA,NA
Victoria,1,1,-12,1980-11-10T07:00:00Z,-36.834,145.86,1213.3,1980-11-10T19:00:00Z,-37.9721,146.98525,1000,852.1,298.8,285.4,0,952.8,47,4.9,4.9,302.7,207.6,1,NA,NA
Victoria,1,1,NA,1980-11-09T19:00:00Z,-36.834,145.86,1000,1980-11-09T19:00:00Z,-36.834,145.86,1000,873.9,294.2,283.1,0,324.2,45.3,3.9,3.9,301.1,0,2,NA,NA
