NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,lat,-30.4816667
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,lon,152.394999999999
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,height,1000
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,days_AEDT,1988-12-29
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,daily_hours_AEDT,6
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,duration,12
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,max_n_steps,3
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,temp_thresh,12
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
New South Wales,1,1,NA,1988-12-28T19:00:00Z,-30.482,152.395,1000,1988-12-28T19:00:00Z,-30.4816667,152.394999999999,1000,854.7,297.4,284.3,0,448.6,73.9,7.1,7.2,397.9,20.2,1,NA,NA
