NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1980-10-22T20:00:00Z,-37.397,143.084,1000,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,881.2,300.9,290.2,0.1,810.4,44.4,6.1,6.1,131.7,80.8,1,lat,-37.397341
Victoria,1,1,-1,1980-10-22T19:00:00Z,-37.034,142.671,965.5,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,889.1,301.9,291.9,0.1,793.9,37.7,5.7,5.7,97.3,0,1,lon,143.083979
Victoria,1,1,-2,1980-10-22T18:00:00Z,-36.622,142.274,941,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,894.2,303.1,293.5,0.1,704.2,30.8,5.1,5.1,76,0,1,height,1000
Victoria,1,1,-3,1980-10-22T17:00:00Z,-36.188,141.917,921.6,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,896.8,303.7,294.4,0,558.4,30,5.2,5.3,66.8,0,1,days_AEDT,1980-10-23
Victoria,1,1,-4,1980-10-22T16:00:00Z,-35.748,141.62,900.8,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,899.5,304.6,295.5,0,448.1,28.1,5.2,5.3,62.6,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1980-10-22T15:00:00Z,-35.293,141.374,876.7,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,902.3,305.6,296.8,0,365,25.4,5.1,5.1,61.7,0,1,duration,12
Victoria,1,1,-6,1980-10-22T14:00:00Z,-34.815,141.176,847.3,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,904.6,306.8,298.1,0,311.7,22.4,4.8,4.9,71.8,0,1,max_n_steps,3
Victoria,1,1,-7,1980-10-22T13:00:00Z,-34.313,141.025,809.8,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,906.5,307.8,299.3,0,276.9,19,4.4,4.4,96.6,0,1,temp_thresh,12
South Australia,1,1,-8,1980-10-22T12:00:00Z,-33.786,140.929,764.8,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,909.6,308.9,300.6,0,250,15.3,3.8,3.9,121.1,0,1,NA,NA
South Australia,1,1,-9,1980-10-22T11:00:00Z,-33.266,140.879,722.3,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,913.2,309.1,301.2,0,682.1,14.5,3.7,3.8,143.8,0,1,NA,NA
South Australia,1,1,-10,1980-10-22T10:00:00Z,-32.781,140.852,691.4,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,915,309.4,301.6,0,1175.6,13.8,3.6,3.6,165.2,0,1,NA,NA
South Australia,1,1,-11,1980-10-22T09:00:00Z,-32.337,140.835,673.9,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,916.4,309.5,301.9,0,1692.6,13.3,3.6,3.6,176,0,1,NA,NA
South Australia,1,1,-12,1980-10-22T08:00:00Z,-31.94,140.817,670.8,1980-10-22T20:00:00Z,-37.397341,143.083979,1000,917.5,309.6,302,0,2176.7,13.4,3.6,3.6,172.6,194.3,1,NA,NA
South Australia,1,1,0,1980-10-21T20:00:00Z,-31.94,140.817,1000,1980-10-21T20:00:00Z,-31.94,140.817,1000,884.7,302.6,292.2,0,405.6,17,2.6,2.6,180.3,20.6,2,NA,NA
South Australia,1,1,-1,1980-10-21T19:00:00Z,-31.75,140.832,1034,1980-10-21T20:00:00Z,-31.94,140.817,1000,881.5,302.6,291.8,0,333.8,17.4,2.6,2.6,176.5,0,2,NA,NA
South Australia,1,1,-2,1980-10-21T18:00:00Z,-31.587,140.845,1066.9,1980-10-21T20:00:00Z,-31.94,140.817,1000,878.4,302.5,291.5,0,250,17.7,2.6,2.6,173.3,0,2,NA,NA
South Australia,1,1,-3,1980-10-21T17:00:00Z,-31.443,140.86,1101.1,1980-10-21T20:00:00Z,-31.94,140.817,1000,875.8,302.5,291.2,0,250,18.1,2.6,2.7,160.9,0,2,NA,NA
South Australia,1,1,-4,1980-10-21T16:00:00Z,-31.314,140.883,1137.7,1980-10-21T20:00:00Z,-31.94,140.817,1000,872.8,302.4,290.8,0,250,18.5,2.7,2.7,159.2,0,2,NA,NA
South Australia,1,1,-5,1980-10-21T15:00:00Z,-31.2,140.913,1178,1980-10-21T20:00:00Z,-31.94,140.817,1000,869.4,302.3,290.4,0,250,19,2.7,2.7,157.5,0,2,NA,NA
South Australia,1,1,-6,1980-10-21T14:00:00Z,-31.099,140.951,1222.8,1980-10-21T20:00:00Z,-31.94,140.817,1000,865.5,302.2,289.9,0,250,19.5,2.7,2.7,156,0,2,NA,NA
South Australia,1,1,-7,1980-10-21T13:00:00Z,-31.011,141,1272.9,1980-10-21T20:00:00Z,-31.94,140.817,1000,861.2,302.1,289.4,0,250,20.1,2.7,2.7,154.6,0,2,NA,NA
New South Wales,1,1,-8,1980-10-21T12:00:00Z,-30.936,141.059,1328.6,1980-10-21T20:00:00Z,-31.94,140.817,1000,856,302.1,288.9,0,250,20.2,2.6,2.6,153.4,0,2,NA,NA
New South Wales,1,1,-9,1980-10-21T11:00:00Z,-30.881,141.108,1385.7,1980-10-21T20:00:00Z,-31.94,140.817,1000,849.3,302.6,288.7,0,480.3,20.1,2.6,2.6,156.8,0,2,NA,NA
New South Wales,1,1,-10,1980-10-21T10:00:00Z,-30.847,141.132,1440.2,1980-10-21T20:00:00Z,-31.94,140.817,1000,843.5,302.9,288.5,0,712,20.1,2.6,2.6,156.3,0,2,NA,NA
