NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1980-10-26T19:00:00Z,-37.397,143.084,1000,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,878.2,300.5,289.5,0,421,41.2,5.4,5.4,134.6,0,1,lat,-37.397341
Victoria,1,1,-1,1980-10-26T18:00:00Z,-36.997,142.655,943.5,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,887.4,301.4,291.2,0,250,35,5.1,5.1,98.7,0,1,lon,143.083979
Victoria,1,1,-2,1980-10-26T17:00:00Z,-36.603,142.279,885.9,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,896.1,301.2,291.9,0,250,34,5.1,5.1,86.6,0,1,height,1000
Victoria,1,1,-3,1980-10-26T16:00:00Z,-36.217,141.952,831.9,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,902.8,301.2,292.5,0,250,32.9,5.1,5.1,80,0,1,days_AEDT,1980-10-27
Victoria,1,1,-4,1980-10-26T15:00:00Z,-35.832,141.666,781,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,908.8,301.4,293.3,0,250,31.3,5,5.1,77.2,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1980-10-26T14:00:00Z,-35.441,141.418,732.1,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,914.5,301.9,294.2,0,250,29.3,5,5,77.5,0,1,duration,12
Victoria,1,1,-6,1980-10-26T13:00:00Z,-35.037,141.205,683.9,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,920,302.6,295.4,0,250,27,4.9,4.9,80.1,0,1,max_n_steps,3
Victoria,1,1,-7,1980-10-26T12:00:00Z,-34.615,141.026,636.2,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,924.2,303.2,296.5,0,250,25.2,4.8,4.9,98.7,0,1,temp_thresh,12
South Australia,1,1,-8,1980-10-26T11:00:00Z,-34.2,140.872,591,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,927.2,303.5,297,0,479.9,24.8,4.9,4.9,111.5,0,1,NA,NA
South Australia,1,1,-9,1980-10-26T10:00:00Z,-33.814,140.737,549.6,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,929.6,303.8,297.5,0,691.6,24.3,4.9,5,132.3,0,1,NA,NA
South Australia,1,1,-10,1980-10-26T09:00:00Z,-33.455,140.615,512.1,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,931.8,304.1,298,0,884.1,23.9,5,5,152.3,0,1,NA,NA
South Australia,1,1,-11,1980-10-26T08:00:00Z,-33.122,140.504,478.7,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,933.7,304.5,298.5,0,1057,23.5,5.1,5.1,171.4,214.3,1,NA,NA
South Australia,1,1,-12,1980-10-26T07:00:00Z,-32.813,140.403,449.4,1980-10-26T19:00:00Z,-37.397341,143.083979,1000,935.4,304.8,299,0,1210.7,23.1,5.1,5.2,189.6,445.5,1,NA,NA
South Australia,1,1,0,1980-10-26T19:00:00Z,-32.813,140.403,1000,1980-10-26T19:00:00Z,-32.813,140.403,1000,874.6,302.6,291.2,0,376.7,24.5,3.6,3.6,NA,NA,2,NA,NA
South Australia,1,1,-1,1980-10-26T18:00:00Z,-32.468,140.081,901.6,1980-10-26T19:00:00Z,-32.813,140.403,1000,880.7,303.9,293.1,0,250,20,3.3,3.3,NA,NA,2,NA,NA
South Australia,1,1,-2,1980-10-26T17:00:00Z,-32.142,139.787,805.8,1980-10-26T19:00:00Z,-32.813,140.403,1000,893.1,303.7,294,0,251.6,20.5,3.5,3.5,NA,NA,2,NA,NA
