NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,lat,-37.397341
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,lon,143.083979
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,height,1000
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,days_AEDT,1980-10-26
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,daily_hours_AEDT,6
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,duration,12
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,max_n_steps,3
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,temp_thresh,12
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
Victoria,1,1,NA,1980-10-25T19:00:00Z,-37.397,143.084,1000,1980-10-25T19:00:00Z,-37.397341,143.083979,1000,885.2,294.8,284.7,0,296.1,48.8,4.6,4.7,139.3,0,1,NA,NA
