NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-04-04T20:00:00Z,-36.722,142.173,1000,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,892.5,300.2,290.6,0,251.8,63.8,8.8,8.9,75.1,0,1,lat,-36.7217
Victoria,1,1,-1,1981-04-04T19:00:00Z,-36.557,142.174,998.5,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,893.5,300.1,290.6,0,251.1,65.5,9,9.1,72.4,0,1,lon,142.1729
Victoria,1,1,-2,1981-04-04T18:00:00Z,-36.394,142.219,1006.2,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,893,299.9,290.4,0,250,68,9.2,9.4,69.8,0,1,height,1000
Victoria,1,1,-3,1981-04-04T17:00:00Z,-36.247,142.301,1020.8,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,891.9,300,290.3,0,272.3,67.9,9.2,9.4,65.5,0,1,days_AEDT,1981-04-05
Victoria,1,1,-4,1981-04-04T16:00:00Z,-36.128,142.409,1039.3,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,890.7,300.1,290.3,0,294.7,68,9.2,9.4,62.3,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-04-04T15:00:00Z,-36.035,142.543,1061.4,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,888.8,300.2,290.2,0,317.7,67.9,9.2,9.3,62.3,0,1,duration,12
Victoria,1,1,-6,1981-04-04T14:00:00Z,-35.961,142.699,1086.2,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,885.7,300.3,290,0,341.4,67.8,9.1,9.2,71,0,1,max_n_steps,3
Victoria,1,1,-7,1981-04-04T13:00:00Z,-35.901,142.876,1113.3,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,882.4,300.4,289.8,0,363.6,67.9,9,9.1,81.4,0,1,temp_thresh,12
Victoria,1,1,-8,1981-04-04T12:00:00Z,-35.85,143.074,1142.4,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,878.6,300.5,289.5,0,383.6,68.4,9,9.1,93.5,0,1,NA,NA
Victoria,1,1,-9,1981-04-04T11:00:00Z,-35.807,143.288,1168.2,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,873.8,300.6,289.3,0,583.5,69.2,9,9.1,112.3,0,1,NA,NA
Victoria,1,1,-10,1981-04-04T10:00:00Z,-35.772,143.514,1186.6,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,870.2,300.8,289,0,770.5,69.9,9,9.1,127.6,0,1,NA,NA
Victoria,1,1,-11,1981-04-04T09:00:00Z,-35.744,143.754,1197.5,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,867.1,300.9,288.8,0.2,943.4,70.7,9,9.1,144.2,0,1,NA,NA
Victoria,1,1,-12,1981-04-04T08:00:00Z,-35.724,144.007,1201.2,1981-04-04T20:00:00Z,-36.7217,142.1729,1000,864.6,300.9,288.6,0.2,1100.8,71.5,9,9.1,162,43.9,1,NA,NA
Victoria,1,1,0,1981-04-04T20:00:00Z,-35.724,144.007,1000,1981-04-04T20:00:00Z,-35.724,144.007,1000,884.5,299.1,288.8,0,306.6,77.7,9.6,9.8,158.3,0,2,NA,NA
New South Wales,1,1,-1,1981-04-04T19:00:00Z,-35.604,144.181,1011.4,1981-04-04T20:00:00Z,-35.724,144.007,1000,882.5,298.9,288.3,0,317.2,79.6,9.6,9.8,167.2,0,2,NA,NA
New South Wales,1,1,-2,1981-04-04T18:00:00Z,-35.48,144.394,1030.1,1981-04-04T20:00:00Z,-35.724,144.007,1000,879,298.6,287.8,0,330.7,81.7,9.5,9.7,178.7,0,2,NA,NA
