NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
New South Wales,1,1,-3,1981-04-04T17:00:00Z,-35.36,144.639,1052.7,1981-04-04T20:00:00Z,-35.724,144.007,1000,875.5,298.7,287.5,0,352.5,82.5,9.5,9.7,185.5,0,2,NA,NA
New South Wales,1,1,-4,1981-04-04T16:00:00Z,-35.248,144.91,1075.1,1981-04-04T20:00:00Z,-35.724,144.007,1000,872,298.8,287.3,0,370.3,83.9,9.6,9.7,200.6,0,2,NA,NA
New South Wales,1,1,-5,1981-04-04T15:00:00Z,-35.14,145.205,1095.9,1981-04-04T20:00:00Z,-35.724,144.007,1000,867.6,299,287.1,0,367.6,84.9,9.6,9.8,228.4,0,2,NA,NA
New South Wales,1,1,-6,1981-04-04T14:00:00Z,-35.028,145.522,1113.7,1981-04-04T20:00:00Z,-35.724,144.007,1000,862.5,299.2,286.8,0,354,86,9.6,9.8,265.8,0,2,NA,NA
New South Wales,1,1,-7,1981-04-04T13:00:00Z,-34.908,145.859,1128,1981-04-04T20:00:00Z,-35.724,144.007,1000,857.9,299.5,286.6,0,333.4,87,9.7,9.8,302.3,0,2,NA,NA
New South Wales,1,1,-8,1981-04-04T12:00:00Z,-34.777,146.216,1137.9,1981-04-04T20:00:00Z,-35.724,144.007,1000,853.6,299.7,286.4,0,311.7,88.1,9.7,9.9,337.8,0,2,NA,NA
New South Wales,1,1,-9,1981-04-04T11:00:00Z,-34.639,146.584,1141.3,1981-04-04T20:00:00Z,-35.724,144.007,1000,849.1,299.8,286.1,0.2,418.4,88.6,9.6,9.8,380.4,0,2,NA,NA
New South Wales,1,1,-10,1981-04-04T10:00:00Z,-34.5,146.955,1138.3,1981-04-04T20:00:00Z,-35.724,144.007,1000,845.6,299.9,285.8,0.2,514.9,89.3,9.6,9.7,412.2,0,2,NA,NA
New South Wales,1,1,-11,1981-04-04T09:00:00Z,-34.357,147.326,1129.4,1981-04-04T20:00:00Z,-35.724,144.007,1000,842.9,299.9,285.6,0.2,600.2,90.5,9.6,9.7,442.6,0,2,NA,NA
New South Wales,1,1,-12,1981-04-04T08:00:00Z,-34.214,147.695,1116.2,1981-04-04T20:00:00Z,-35.724,144.007,1000,843.2,299.9,285.6,0.2,683.2,90.6,9.6,9.7,449.2,0,2,NA,NA
