NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,par_name,par_value
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,lat,-37.397341
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,lon,143.083979
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,height,1000
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,days_AEDT,1980-10-24
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,daily_hours_AEDT,6
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,duration,12
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,max_n_steps,3
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,temp_thresh,12
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
Victoria,1,1,NA,1980-10-23T20:00:00Z,-37.397,143.084,1000,1980-10-23T20:00:00Z,-37.397341,143.083979,1000,889.9,283.8,274.4,0,680.4,70.7,3.3,3.3,129.9,85.4,NA,NA
