NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-03-30T20:00:00Z,-37.397,143.084,1000,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,890.4,295.2,285.6,0,378.6,80.1,8,8.1,139.2,0,1,lat,-37.397341
Victoria,1,1,-1,1981-03-30T19:00:00Z,-37.172,143.043,989.7,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,892.2,295,285.5,0,367.7,82.9,8.3,8.4,131.5,0,1,lon,143.083979
Victoria,1,1,-2,1981-03-30T18:00:00Z,-36.931,143.02,980.1,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,893.9,294.8,285.5,0,352.6,85.7,8.5,8.6,124.6,0,1,height,1000
Victoria,1,1,-3,1981-03-30T17:00:00Z,-36.695,143.032,971.4,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,895.5,295,285.8,0,369,84.9,8.6,8.7,118.6,0,1,days_AEDT,1981-03-31
Victoria,1,1,-4,1981-03-30T16:00:00Z,-36.486,143.091,963.8,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,896.6,295.2,286.1,0,383.9,83.9,8.6,8.8,118.2,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-03-30T15:00:00Z,-36.301,143.195,957,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,897.2,295.4,286.4,0,396.9,82.9,8.7,8.8,121.2,0,1,duration,12
Victoria,1,1,-6,1981-03-30T14:00:00Z,-36.141,143.342,951,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,897.4,295.7,286.7,0,408.1,81.9,8.8,8.9,127.5,0,1,max_n_steps,3
Victoria,1,1,-7,1981-03-30T13:00:00Z,-36.001,143.529,945.7,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,897.1,296.1,287,0,417.5,80.8,8.8,8.9,136.8,0,1,temp_thresh,12
Victoria,1,1,-8,1981-03-30T12:00:00Z,-35.881,143.755,941.1,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,896.5,296.5,287.3,0.2,425.5,79.8,8.9,9,148.9,0,1,NA,NA
Victoria,1,1,-9,1981-03-30T11:00:00Z,-35.768,143.997,935.4,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,895.6,296.9,287.6,0.3,540.6,79.3,9,9.2,150.3,0,1,NA,NA
New South Wales,1,1,-10,1981-03-30T10:00:00Z,-35.657,144.233,925.5,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,895.4,297.2,288,0.3,666.8,78.8,9.2,9.3,162.1,0,1,NA,NA
New South Wales,1,1,-11,1981-03-30T09:00:00Z,-35.547,144.463,912.2,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,895.5,297.6,288.3,0.3,802.7,78.4,9.3,9.5,173.8,0,1,NA,NA
New South Wales,1,1,-12,1981-03-30T08:00:00Z,-35.44,144.687,895.8,1981-03-30T20:00:00Z,-37.397341,143.083979,1000,895.9,297.9,288.7,0.3,946.9,78,9.5,9.7,185.2,62,1,NA,NA
