NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-04-02T20:00:00Z,-37.397,143.084,1000,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,889.9,298.4,288.6,0,250.4,59.6,7.3,7.4,145.2,0,1,lat,-37.397341
Victoria,1,1,-1,1981-04-02T19:00:00Z,-37.044,143.09,1024.5,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,888.3,298.3,288.3,0,250.9,59.6,7.2,7.2,137,0,1,lon,143.083979
Victoria,1,1,-2,1981-04-02T18:00:00Z,-36.682,143.111,1056.5,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,885.5,298.2,288,0,250,59.8,7,7.1,129.4,0,1,height,1000
Victoria,1,1,-3,1981-04-02T17:00:00Z,-36.342,143.159,1092,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,882.1,298.4,287.9,0,250,59.7,7,7.1,116.7,0,1,days_AEDT,1981-04-03
Victoria,1,1,-4,1981-04-02T16:00:00Z,-36.052,143.246,1125.3,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,879,298.6,287.8,0,250,59.4,7,7.1,115.9,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-04-02T15:00:00Z,-35.809,143.369,1156.1,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,875.8,298.9,287.7,0,250,59.1,6.9,7,118.5,0,1,duration,12
Victoria,1,1,-6,1981-04-02T14:00:00Z,-35.609,143.527,1183.9,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,872.5,299.1,287.7,0,250,59,6.9,7,124.4,0,1,max_n_steps,3
Victoria,1,1,-7,1981-04-02T13:00:00Z,-35.45,143.72,1208.4,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,869.3,299.4,287.6,0,250,59,6.9,7,133.6,0,1,temp_thresh,12
New South Wales,1,1,-8,1981-04-02T12:00:00Z,-35.328,143.949,1229.5,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,866.1,299.6,287.5,0,250,59.5,6.9,7,145.9,0,1,NA,NA
New South Wales,1,1,-9,1981-04-02T11:00:00Z,-35.231,144.193,1250.1,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,863.1,299.7,287.4,0,494.1,59.9,7,7,151.1,0,1,NA,NA
New South Wales,1,1,-10,1981-04-02T10:00:00Z,-35.146,144.434,1271.6,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,859.6,299.9,287.2,0,737.9,60.6,7,7.1,164.5,0,1,NA,NA
New South Wales,1,1,-11,1981-04-02T09:00:00Z,-35.071,144.671,1294,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,856.1,300,287,0,981.4,61.5,7,7.1,177.9,0,1,NA,NA
New South Wales,1,1,-12,1981-04-02T08:00:00Z,-35.004,144.904,1317.3,1981-04-02T20:00:00Z,-37.397341,143.083979,1000,852.3,300.2,286.8,0,1224.5,62.1,7,7.1,191.2,42.9,1,NA,NA
New South Wales,1,1,NA,1981-04-02T20:00:00Z,-35.004,144.904,1000,1981-04-02T20:00:00Z,-35.004,144.904,1000,883.5,298.1,287.7,0,291.9,50.7,5.9,5.9,209.8,0,2,NA,NA
